,name,position,age,market_value,country_from,league_from,club_from,country_to,league_to,club_to,fee,year
408,Lukasz Teodorczyk,Centre-Forward,27,7000000,Belgium,Jupiler Pro League,RSC Anderlecht,Italy,Serie A,Udinese Calcio,7000000,2018
409,Ante Coric,Attacking Midfield,21,7000000,Croatia,SuperSport HNL,GNK Dinamo Zagreb,Italy,Serie A,AS Roma,6000000,2018
410,Érick Gutiérrez,Central Midfield,23,7000000,Mexico,Liga MX Clausura,CF Pachuca,Netherlands,Eredivisie,PSV Eindhoven,6000000,2018
411,Okay Yokuslu,Defensive Midfield,24,7000000,Turkey,Süper Lig,Trabzonspor,Spain,LaLiga,Celta de Vigo,6000000,2018
412,Vincenzo Grifo,Left Winger,25,7000000,Germany,Bundesliga,Borussia Mönchengladbach,Germany,Bundesliga,TSG 1899 Hoffenheim,5000000,2018
413,Lucas Pérez,Centre-Forward,29,7000000,England,Premier League,Arsenal FC,England,Premier League,West Ham United,4000000,2018
414,Dominique Heintz,Centre-Back,24,7000000,Germany,2. Bundesliga,1. FC Köln,Germany,Bundesliga,SC Freiburg,3000000,2018
415,Borja Mayoral,Centre-Forward,21,7000000,Spain,LaLiga,Real Madrid,Spain,LaLiga,Levante UD,2000000,2018
416,Roberto Soriano,Attacking Midfield,27,7000000,Spain,LaLiga,Villarreal CF,Italy,Serie A,Torino FC,1000000,2018
417,Emiliano Rigoni,Right Winger,25,7000000,Russia,Premier Liga,Zenit St. Petersburg,Italy,Serie A,Atalanta BC,1000000,2018
418,Alberto Cerri,Centre-Forward,22,7000000,Italy,Serie A,Juventus FC,Italy,Serie A,Cagliari Calcio,1000000,2018
419,Stefano Sturaro,Central Midfield,25,7000000,Italy,Serie A,Juventus FC,Portugal,Liga NOS,Sporting CP,loan transfer,2018
420,Maxime Gonalons,Defensive Midfield,29,7000000,Italy,Serie A,AS Roma,Spain,LaLiga,Sevilla FC,loan transfer,2018
421,Rubén Pérez,Defensive Midfield,29,7000000,Spain,LaLiga 1|2|3,Granada CF,Spain,LaLiga,CD Leganés,free transfer,2018
422,Patrick Roberts,Right Winger,21,7000000,England,Premier League,Manchester City,Spain,LaLiga,Girona FC,loan transfer,2018
423,Federico Di Francesco,Left Winger,24,3000000,Italy,Serie A,Bologna FC 1909,Italy,Serie A,US Sassuolo,7000000,2018
424,Sam Johnstone,Goalkeeper,25,2000000,England,Premier League,Manchester United,England,Championship,West Bromwich Albion,7000000,2018
425,Ryan Woods,Defensive Midfield,25,5000000,England,Championship,Brentford FC,England,Championship,Stoke City,7000000,2018
426,Peter Etebo,Central Midfield,22,1000000,Portugal,Liga NOS,CD Feirense,England,Championship,Stoke City,7000000,2018
427,Pelé,Defensive Midfield,26,4000000,Portugal,Liga NOS,Rio Ave FC,Monaco,Ligue 1,AS Monaco,7000000,2018
428,Nicolás Castillo,Centre-Forward,25,6000000,Portugal,Liga NOS,SL Benfica,Mexico,Liga MX Clausura,CF América,7000000,2018
429,Ronaldo Vieira,Central Midfield,20,5000000,England,Championship,Leeds United,Italy,Serie A,UC Sampdoria,7000000,2018
430,Néstor Araújo,Centre-Back,26,2000000,Mexico,Liga MX Clausura,Santos Laguna,Spain,LaLiga,Celta de Vigo,7000000,2018
431,Diego Falcinelli,Centre-Forward,27,3000000,Italy,Serie A,US Sassuolo,Italy,Serie A,Bologna FC 1909,7000000,2018
432,Daniel Podence,Left Winger,22,4000000,Portugal,Liga NOS,Sporting CP,Greece,Super League,Olympiacos Piraeus,7000000,2018
433,Romarinho,Centre-Forward,27,4000000,United Arab Emirates,UAE Pro League,Al-Jazira (Abu Dhabi),Saudi Arabia,Saudi Pro League,Al-Ittihad Club (Jeddah),7000000,2018
434,Ayrton Lucas,Left-Back,21,1000000,Brazil,Série A,Fluminense Football Club,Russia,Premier Liga,Spartak Moscow,7000000,2018
435,Sékou Sanogo,Defensive Midfield,29,5000000,Switzerland,Super League,BSC Young Boys,Saudi Arabia,Saudi Pro League,Al-Ittihad Club (Jeddah),7000000,2018
436,Wilson Manafá,Right-Back,24,1000000,Portugal,Liga NOS,Portimonense SC,Portugal,Liga NOS,FC Porto,7000000,2018
437,Jacob Rasmussen,Centre-Back,21,900k,Italy,Serie A,Empoli FC ,Italy,Serie A,ACF Fiorentina,7000000,2018
438,Yann Karamoh,Left Winger,19,7000000,France,Ligue 1,SM Caen,Italy,Serie A,Inter Milan,6000000,2018
439,Ramadan Sobhi,Left Winger,21,7000000,England,Championship,Stoke City,England,Premier League,Huddersfield Town,6000000,2018
440,Roque Mesa,Central Midfield,29,7000000,Wales,Championship,Swansea City,Spain,LaLiga,Sevilla FC,6000000,2018
441,Lucas Castro,Attacking Midfield,29,7000000,Italy,Serie A,Chievo Verona,Italy,Serie A,Cagliari Calcio,5000000,2018
442,Éder,Centre-Forward,31,7000000,Italy,Serie A,Inter Milan,China,Super League,Jiangsu Suning,5000000,2018
443,Fabio Borini,Left Winger,27,7000000,England,League One,Sunderland AFC,Italy,Serie A,AC Milan,5000000,2018
444,Carlos Salcedo,Centre-Back,24,7000000,Mexico,Liga MX Clausura,Deportivo Guadalajara,Germany,Bundesliga,Eintracht Frankfurt,5000000,2018
445,Adam Masina,Left-Back,24,7000000,Italy,Serie A,Bologna FC 1909,England,Premier League,Watford FC,5000000,2018
446,Frédéric Guilbert,Right-Back,24,7000000,France,Ligue 1,SM Caen,England,Championship,Aston Villa,5000000,2018
447,Max Gradel,Left Winger,30,7000000,England,Premier League,AFC Bournemouth,France,Ligue 1,FC Toulouse,2000000,2018
448,Naïm Sliti,Left Winger,25,7000000,France,Ligue 1,LOSC Lille,France,Ligue 1,Dijon FCO,2000000,2018
449,Stefano Sturaro,Central Midfield,25,7000000,Italy,Serie A,Juventus FC,Italy,Serie A,Genoa CFC,1000000,2018
450,Antonio Barreca,Left-Back,23,7000000,Monaco,Ligue 1,AS Monaco,England,Premier League,Newcastle United,1000000,2018
451,Ramadan Sobhi,Left Winger,21,7000000,England,Premier League,Huddersfield Town,Egypt,Premier League,El Ahly Cairo,800k,2018
452,Kevin Mirallas,Attacking Midfield,30,7000000,England,Premier League,Everton FC,Italy,Serie A,ACF Fiorentina,750k,2018
453,Antonio Sanabria,Centre-Forward,22,7000000,Spain,LaLiga,Real Betis Balompié,Italy,Serie A,Genoa CFC,550k,2018
454,Reece Oxford,Centre-Back,20,7000000,England,Premier League,West Ham United,Germany,Bundesliga,FC Augsburg,500k,2018
455,Jacob Murphy,Right Winger,23,7000000,England,Premier League,Newcastle United,England,Championship,West Bromwich Albion,500k,2018
456,Sung-yueng Ki,Defensive Midfield,29,7000000,Wales,Championship,Swansea City,England,Premier League,Newcastle United,free transfer,2018
457,Abel Hernández,Centre-Forward,27,7000000,England,Championship,Hull City,Russia,Premier Liga,CSKA Moscow,free transfer,2018
458,Daniel Didavi,Attacking Midfield,28,7000000,Germany,Bundesliga,VfL Wolfsburg,Germany,Bundesliga,VfB Stuttgart,?,2018
459,Kevin-Prince Boateng,Attacking Midfield,31,7000000,Germany,Bundesliga,Eintracht Frankfurt,Italy,Serie A,US Sassuolo,free transfer,2018
460,Edmílson Junior,Left Winger,23,7000000,Belgium,Jupiler Pro League,Standard Liège,Qatar,Stars League,Al-Duhail SC,?,2018
461,Lamine Koné,Centre-Back,29,7000000,England,League One,Sunderland AFC,France,Ligue 1,RC Strasbourg Alsace,loan transfer,2018
462,Harry Arter,Central Midfield,28,7000000,England,Premier League,AFC Bournemouth,Wales,Premier League,Cardiff City,loan transfer,2018
463,Timothy Fosu-Mensah,Right-Back,20,7000000,England,Premier League,Manchester United,England,Premier League,Fulham FC,loan transfer,2018
464,Alberto Grassi,Central Midfield,23,7000000,Italy,Serie A,SSC Napoli,Italy,Serie A,Parma Calcio 1913,loan transfer,2018
465,Gervinho,Left Winger,31,7000000,China,Super League,Hebei China Fortune,Italy,Serie A,Parma Calcio 1913,free transfer,2018
466,Kara Mbodj,Centre-Back,28,7000000,Belgium,Jupiler Pro League,RSC Anderlecht,France,Ligue 1,FC Nantes,loan transfer,2018
467,Yann Karamoh,Left Winger,20,7000000,Italy,Serie A,Inter Milan,France,Ligue 1,FC Girondins Bordeaux,loan transfer,2018
468,Claudio Marchisio,Central Midfield,32,7000000,Italy,Serie A,Juventus FC,Russia,Premier Liga,Zenit St. Petersburg,free transfer,2018
469,Mason Holgate,Centre-Back,22,7000000,England,Premier League,Everton FC,England,Championship,West Bromwich Albion,loan transfer,2018
470,Roberto Soriano,Attacking Midfield,27,7000000,Spain,LaLiga,Villarreal CF,Italy,Serie A,Bologna FC 1909,loan transfer,2018
471,Nicola Sansone,Left Winger,27,7000000,Spain,LaLiga,Villarreal CF,Italy,Serie A,Bologna FC 1909,loan transfer,2018
472,Oumar Niasse,Centre-Forward,28,7000000,England,Premier League,Everton FC,Wales,Premier League,Cardiff City,loan transfer,2018
473,Sérgio Oliveira,Central Midfield,26,7000000,Portugal,Liga NOS,FC Porto,Greece,Super League,PAOK Thessaloniki,loan transfer,2018
474,Georges-Kevin N'Koudou,Left Winger,23,7000000,England,Premier League,Tottenham Hotspur,Monaco,Ligue 1,AS Monaco,loan transfer,2018
475,Wilfried Bony,Centre-Forward,30,7000000,Wales,Championship,Swansea City,Qatar,Stars League,Al-Arabi SC,loan transfer,2018
476,Abel Hernández,Centre-Forward,27,7000000,England,Championship,Hull City,Russia,Premier Liga,CSKA Moscow,free transfer,2018
477,Kevin-Prince Boateng,Attacking Midfield,31,7000000,Germany,Bundesliga,Eintracht Frankfurt,Italy,Serie A,US Sassuolo,free transfer,2018
478,Edmílson Junior,Left Winger,23,7000000,Belgium,Jupiler Pro League,Standard Liège,Qatar,Stars League,Al-Duhail SC,?,2018
479,Lewis Grabban,Centre-Forward,30,3000000,England,Premier League,AFC Bournemouth,England,Championship,Nottingham Forest,6000000,2018
480,Nicolò Zaniolo,Attacking Midfield,18,1000000,Italy,Serie A,Inter Milan,Italy,Serie A,AS Roma,6000000,2018
481,Joe Bryan,Left-Back,24,5000000,England,Championship,Bristol City,England,Premier League,Fulham FC,6000000,2018
482,Elías Hernández,Right Winger,30,3000000,Mexico,Liga MX Clausura,Club León FC,Mexico,Liga MX Clausura,CD Cruz Azul,6000000,2018
483,Maycon,Central Midfield,20,5000000,Brazil,Série A,Sport Club Corinthians Paulista,Ukraine,Premier Liga,Shakhtar Donetsk,6000000,2018
484,Raphinha,Right Winger,21,6000000,Portugal,Liga NOS,Vitória Guimarães SC,Portugal,Liga NOS,Sporting CP,6000000,2018
485,Vladyslav Supryaga,Centre-Forward,18,300k,Ukraine,Persha Liga,SK Dnipro-1,Ukraine,Premier Liga,Dynamo Kyiv,6000000,2018
486,Federico Santander,Centre-Forward,27,2000000,Denmark,Superligaen Championship round,FC Copenhagen,Italy,Serie A,Bologna FC 1909,6000000,2018
487,Lovre Kalinic,Goalkeeper,28,6000000,Belgium,Jupiler Pro League,KAA Gent,England,Championship,Aston Villa,6000000,2018
488,Dawid Kownacki,Centre-Forward,21,6000000,Italy,Serie A,UC Sampdoria,Germany,Bundesliga,Fortuna Düsseldorf,1000000,2018
489,Jordy Clasie,Defensive Midfield,27,6000000,England,Premier League,Southampton FC,Netherlands,Eredivisie,Feyenoord Rotterdam,loan transfer,2018
490,Pontus Wernbloom,Central Midfield,32,6000000,Russia,Premier Liga,CSKA Moscow,Greece,Super League,PAOK Thessaloniki,free transfer,2018
491,Juraj Kucka,Central Midfield,31,2000000,Turkey,Süper Lig,Trabzonspor,Italy,Serie A,Parma Calcio 1913,6000000,2018
492,Raúl Ruidíaz,Centre-Forward,27,5000000,Mexico,Liga MX Clausura,Monarcas Morelia,United States,MLS,Seattle Sounders FC,6000000,2018
493,Christian Kouamé,Centre-Forward,20,2000000,Italy,Serie B,AS Cittadella,Italy,Serie A,Genoa CFC,6000000,2018
494,Ante Palaversa,Central Midfield,18,550k,Croatia,SuperSport HNL,HNK Hajduk Split,England,Premier League,Manchester City,6000000,2018
495,Raphael Dwamena,Centre-Forward,22,6000000,Switzerland,Super League,FC Zürich,Spain,LaLiga,Levante UD,6000000,2018
496,Andreaw Gravillon,Centre-Back,20,5000000,Italy,Serie B,Delfino Pescara 1936,Italy,Serie A,Inter Milan,6000000,2018
497,Diego Valdés,Attacking Midfield,24,3000000,Mexico,Liga MX Clausura,Monarcas Morelia,Mexico,Liga MX Clausura,Santos Laguna,6000000,2018
498,Hamza Mendyl,Left-Back,20,600k,France,Ligue 1,LOSC Lille,Germany,Bundesliga,FC Schalke 04,6000000,2018
499,Moussa Niakhaté,Centre-Back,22,5000000,France,Ligue 2,FC Metz,Germany,Bundesliga,1.FSV Mainz 05,6000000,2018
500,Zakaria Labyad,Attacking Midfield,25,6000000,Netherlands,Eredivisie,FC Utrecht,Netherlands,Eredivisie,Ajax Amsterdam,6000000,2018
501,Uros Spajic,Centre-Back,25,5000000,Belgium,Jupiler Pro League,RSC Anderlecht,Russia,Premier Liga,FK Krasnodar,6000000,2018
502,Florin Andone,Centre-Forward,25,6000000,Spain,LaLiga 1|2|3,Deportivo de La Coruña,England,Premier League,Brighton & Hove Albion,6000000,2018
503,Walace,Defensive Midfield,23,4000000,Germany,2. Bundesliga,Hamburger SV,Germany,Bundesliga,Hannover 96,6000000,2018
504,William Bianda,Centre-Back,18,2000000,France,Ligue 2,RC Lens,Italy,Primavera 1,Roma U19,6000000,2018
505,Federico Valietti,Right-Back,19,500k,Italy,Serie A,Inter Milan,Italy,Serie A,Genoa CFC,6000000,2018
506,Tomas Vaclik,Goalkeeper,29,4000000,Switzerland,Super League,FC Basel 1893,Spain,LaLiga,Sevilla FC,6000000,2018
507,Moussa Niakhaté,Centre-Back,22,5000000,France,Ligue 2,FC Metz,Germany,Bundesliga,1.FSV Mainz 05,6000000,2018
508,Ronaël Pierre-Gabriel,Right-Back,20,4000000,France,Ligue 1,AS Saint-Étienne,Monaco,Ligue 1,AS Monaco,6000000,2018
509,Ayoub El Kaabi,Centre-Forward,25,1000000,Morocco,Botola Pro Inwi,Renaissance de Berkane,China,Super League,Hebei China Fortune,6000000,2018
510,Igor Coronado,Attacking Midfield,25,2000000,Italy,Serie B,US Palermo,United Arab Emirates,UAE Pro League,Sharjah FC,6000000,2018
511,Diego Rolán,Centre-Forward,25,3000000,France,Ligue 1,FC Girondins Bordeaux,Spain,LaLiga 1|2|3,Deportivo de La Coruña,6000000,2018
512,Fabri,Goalkeeper,30,4000000,Turkey,Süper Lig,Besiktas JK,England,Premier League,Fulham FC,6000000,2018
513,Hamza Mendyl,Left-Back,20,600k,France,Ligue 1,LOSC Lille,Germany,Bundesliga,FC Schalke 04,6000000,2018
514,Youssef En-Nesyri,Centre-Forward,21,6000000,Spain,LaLiga 1|2|3,Málaga CF,Spain,LaLiga,CD Leganés,6000000,2018
515,Bafétimbi Gomis,Centre-Forward,33,4000000,Turkey,Süper Lig,Galatasaray,Saudi Arabia,Saudi Pro League,Al-Hilal Saudi FC,6000000,2018
516,Abderrazak Hamdallah,Centre-Forward,27,2000000,Qatar,Stars League,Al-Rayyan SC,Saudi Arabia,Saudi Pro League,Al-Nassr FC,6000000,2018
517,Pablo,Centre-Forward,26,2000000,Brazil,Série A,Club Athletico Paranaense,Brazil,Série A,São Paulo Futebol Clube,6000000,2018
518,Manor Solomon,Left Winger,19,1000000,Israel,Ligat ha'Al,Maccabi Petah Tikva,Ukraine,Premier Liga,Shakhtar Donetsk,6000000,2018
519,Cristian Benavente,Attacking Midfield,24,5000000,Belgium,Jupiler Pro League,RSC Charleroi,Egypt,Premier League,Pyramids FC,6000000,2018
520,Emerson Royal,Right-Back,20,50k,Spain,LaLiga,FC Barcelona,Spain,LaLiga,Real Betis Balompié,6000000,2018
521,Léo Baptistão,Second Striker,26,6000000,Spain,LaLiga,RCD Espanyol Barcelona,China,Super League,Wuhan Zall,5000000,2018
522,André Horta,Central Midfield,21,6000000,Portugal,Liga NOS,SL Benfica,United States,MLS,Los Angeles FC,5000000,2018
523,Rodriguinho,Attacking Midfield,30,6000000,Brazil,Série A,Sport Club Corinthians Paulista,Egypt,Premier League,Pyramids FC,5000000,2018
524,Christophe Hérelle,Centre-Back,25,6000000,France,Ligue 2,ESTAC Troyes,France,Ligue 1,OGC Nice,5000000,2018
525,Firmin Mubele,Centre-Forward,24,6000000,France,Ligue 1,Stade Rennais FC,France,Ligue 1,FC Toulouse,5000000,2018
526,Chancel Mbemba,Centre-Back,23,6000000,England,Premier League,Newcastle United,Portugal,Liga NOS,FC Porto,4000000,2018
527,Dimitri Oberlin,Centre-Forward,20,6000000,Austria,Bundesliga,Red Bull Salzburg,Switzerland,Super League,FC Basel 1893,4000000,2018
528,André Carrillo,Right Winger,27,6000000,Portugal,Liga NOS,SL Benfica,Saudi Arabia,Saudi Pro League,Al-Hilal Saudi FC,4000000,2018
529,Arbër Zeneli,Left Winger,23,6000000,Netherlands,Eredivisie,SC Heerenveen,France,Ligue 1,Stade Reims,4000000,2018
530,Moses Simon,Left Winger,23,6000000,Belgium,Jupiler Pro League,KAA Gent,Spain,LaLiga,Levante UD,3000000,2018
531,Fran Sol,Centre-Forward,26,6000000,Netherlands,Eredivisie,Willem II Tilburg,Ukraine,Premier Liga,Dynamo Kyiv,3000000,2018
532,Miha Zajc,Central Midfield,24,6000000,Italy,Serie A,Empoli FC ,Turkey,Süper Lig,Fenerbahce,3000000,2018
533,Christian Luyindama,Centre-Back,25,6000000,Belgium,Jupiler Pro League,Standard Liège,Turkey,Süper Lig,Galatasaray,3000000,2018
534,Sebastian Giovinco,Second Striker,32,6000000,Canada,MLS,Toronto FC,Saudi Arabia,Saudi Pro League,Al-Hilal Saudi FC,2000000,2018
535,Facundo Ferreyra,Centre-Forward,27,6000000,Portugal,Liga NOS,SL Benfica,Spain,LaLiga,RCD Espanyol Barcelona,2000000,2018
536,Gaël Kakuta,Attacking Midfield,27,6000000,China,Super League,Hebei China Fortune,Spain,LaLiga,Rayo Vallecano,2000000,2018
537,Loïc Rémy,Centre-Forward,31,6000000,Spain,LaLiga 1|2|3,UD Las Palmas,France,Ligue 1,LOSC Lille,1000000,2018
538,Raúl de Tomás,Centre-Forward,23,6000000,Spain,LaLiga,Real Madrid,Spain,LaLiga,Rayo Vallecano,1000000,2018
539,Filip Kostić,Left Midfield,25,6000000,Germany,2. Bundesliga,Hamburger SV,Germany,Bundesliga,Eintracht Frankfurt,600k,2018
540,Vincenzo Grifo,Left Winger,25,6000000,Germany,Bundesliga,TSG 1899 Hoffenheim,Germany,Bundesliga,SC Freiburg,600k,2018
541,Landry Dimata,Centre-Forward,20,6000000,Germany,Bundesliga,VfL Wolfsburg,Belgium,Jupiler Pro League,RSC Anderlecht,500k,2018
542,Alexander Sörloth,Centre-Forward,23,6000000,England,Premier League,Crystal Palace,Belgium,Jupiler Pro League,KAA Gent,350k,2018
543,Marco Sportiello,Goalkeeper,26,6000000,Italy,Serie A,Atalanta BC,Italy,Serie A,Frosinone Calcio,300k,2018
544,Jonathas,Centre-Forward,29,6000000,Germany,Bundesliga,Hannover 96,Brazil,Série A,Sport Club Corinthians Paulista,200k,2018
545,Jordan Rhodes,Centre-Forward,28,6000000,England,Championship,Sheffield Wednesday,England,Championship,Norwich City,loan transfer,2018
546,Derlis González,Second Striker,24,6000000,Ukraine,Premier Liga,Dynamo Kyiv,Brazil,Série A,Santos FC,loan transfer,2018
547,Rafael Leão,Left Winger,19,6000000,Portugal,Liga NOS,Sporting CP,France,Ligue 1,LOSC Lille,free transfer,2018
548,Víctor Camarasa,Central Midfield,24,6000000,Spain,LaLiga,Real Betis Balompié,Wales,Premier League,Cardiff City,loan transfer,2018
549,Luciano Vietto,Centre-Forward,24,6000000,Spain,LaLiga,Atlético de Madrid,England,Premier League,Fulham FC,loan transfer,2018
550,Björn Engels,Centre-Back,23,6000000,Greece,Super League,Olympiacos Piraeus,France,Ligue 1,Stade Reims,loan transfer,2018
551,Jonathan Calleri,Centre-Forward,24,6000000,Uruguay,Liga de Ascenso,Club Deportivo Maldonado,Spain,LaLiga,Deportivo Alavés,loan transfer,2018
552,Giannelli Imbula,Defensive Midfield,25,6000000,England,Championship,Stoke City,Spain,LaLiga,Rayo Vallecano,loan transfer,2018
553,Rúben Vezo,Centre-Back,24,6000000,Spain,LaLiga,Valencia CF,Spain,LaLiga,Levante UD,loan transfer,2018
554,Lukas Lerager,Central Midfield,25,6000000,France,Ligue 1,FC Girondins Bordeaux,Italy,Serie A,Genoa CFC,loan transfer,2018
555,Pelé,Defensive Midfield,27,6000000,Monaco,Ligue 1,AS Monaco,England,Championship,Nottingham Forest,loan transfer,2018
556,Ryad Boudebouz,Attacking Midfield,28,6000000,Spain,LaLiga,Real Betis Balompié,Spain,LaLiga,Celta de Vigo,loan transfer,2018
557,Erik Pieters,Centre-Back,30,6000000,England,Championship,Stoke City,France,Ligue 1,Amiens SC,loan transfer,2018
558,Milton Caraglio,Centre-Forward,29,2000000,Mexico,Liga MX Clausura,Atlas Guadalajara,Mexico,Liga MX Clausura,CD Cruz Azul,5000000,2018
559,Filip Bradaric,Defensive Midfield,27,5000000,Croatia,SuperSport HNL,HNK Rijeka,Italy,Serie A,Cagliari Calcio,5000000,2018
560,Jens Odgaard,Centre-Forward,19,800k,Italy,Serie A,Inter Milan,Italy,Serie A,US Sassuolo,5000000,2018
561,Bremer,Centre-Back,21,1000000,Brazil,Série A,Clube Atlético Mineiro,Italy,Serie A,Torino FC,5000000,2018
562,Michael Lang,Right-Back,27,5000000,Switzerland,Super League,FC Basel 1893,Germany,Bundesliga,Borussia Mönchengladbach,2000000,2018
563,Paddy McNair,Centre-Back,23,3000000,England,League One,Sunderland AFC,England,Championship,Middlesbrough FC,5000000,2018
564,James McClean,Left Midfield,29,3000000,England,Championship,West Bromwich Albion,England,Championship,Stoke City,5000000,2018
565,Martyn Waghorn,Centre-Forward,28,1000000,England,Championship,Ipswich Town,England,Championship,Derby County,5000000,2018
566,Ishak Belfodil,Centre-Forward,26,5000000,Belgium,Jupiler Pro League,Standard Liège,Germany,Bundesliga,TSG 1899 Hoffenheim,5000000,2018
567,Angeliño,Left-Back,21,3000000,England,Premier League 2,Manchester City U23,Netherlands,Eredivisie,PSV Eindhoven,5000000,2018
568,Fernando,Centre-Forward,19,-,Brazil,Série A,Sociedade Esportiva Palmeiras,Ukraine,Premier Liga,Shakhtar Donetsk,5000000,2018
569,Denzel Dumfries,Right Midfield,22,4000000,Netherlands,Eredivisie,SC Heerenveen,Netherlands,Eredivisie,PSV Eindhoven,5000000,2018
570,Evan Ndicka,Centre-Back,18,400k,France,Ligue 2,AJ Auxerre,Germany,Bundesliga,Eintracht Frankfurt,5000000,2018
571,Sergi Gómez,Centre-Back,26,5000000,Spain,LaLiga,Celta de Vigo,Spain,LaLiga,Sevilla FC,5000000,2018
572,Carlos Eduardo,Right Winger,22,2000000,Egypt,Premier League,Pyramids FC,Brazil,Série A,Sociedade Esportiva Palmeiras,5000000,2018
573,Bruno Henrique,Left Winger,28,4000000,Brazil,Série A,Santos FC,Brazil,Série A,CR Flamengo,5000000,2018
574,Nico Yennaris,Defensive Midfield,25,3000000,England,Championship,Brentford FC,China,Super League,Beijing Guoan,5000000,2018
575,Yacine Adli,Attacking Midfield,18,4000000,France,Ligue 1,Paris Saint-Germain,France,Ligue 1,FC Girondins Bordeaux,5000000,2018
576,Emre Akbaba,Attacking Midfield,25,5000000,Turkey,Süper Lig,Alanyaspor,Turkey,Süper Lig,Galatasaray,4000000,2018
577,Germán Conti,Centre-Back,24,5000000,Argentina,Superliga,CA Colon,Portugal,Liga NOS,SL Benfica,3000000,2018
578,Yassin Ayoub,Central Midfield,24,5000000,Netherlands,Eredivisie,FC Utrecht,Netherlands,Eredivisie,Feyenoord Rotterdam,free transfer,2018
579,Damien Da Silva,Centre-Back,30,5000000,France,Ligue 1,SM Caen,France,Ligue 1,Stade Rennais FC,free transfer,2018
580,Lewis Baker,Central Midfield,23,5000000,England,Premier League,Chelsea FC,England,Championship,Leeds United,loan transfer,2018
581,Dmitri Poloz,Left Winger,27,5000000,Russia,Premier Liga,Zenit St. Petersburg,Russia,Premier Liga,Rubin Kazan,loan transfer,2018
582,Lewis Baker,Central Midfield,23,5000000,England,Premier League,Chelsea FC,England,Championship,Reading FC,loan transfer,2018
583,Jasmin Kurtic,Central Midfield,29,5000000,Italy,Serie A,Atalanta BC,Italy,Serie A,SPAL,5000000,2018
584,Chris Richards,Centre-Back,18,50k,United States,MLS,FC Dallas,Germany,U19-Bundesliga S/SW,FC Bayern Munich U19 ,5000000,2018
585,Cecilio Domínguez,Left Winger,24,3000000,Mexico,Liga MX Clausura,CF América,Argentina,Superliga,CA Independiente,5000000,2018
586,Marcão,Centre-Forward,24,600k,"Korea, South",K League 1,Gyeongnam FC,China,Super League,Hebei China Fortune,5000000,2018
587,Alexis Vega,Left Winger,21,700k,Mexico,Liga MX Clausura,Deportivo Toluca,Mexico,Liga MX Clausura,Deportivo Guadalajara,5000000,2018
588,Min-jae Kim,Centre-Back,22,1000000,"Korea, South",K League 1,Jeonbuk Hyundai Motors,China,Super League,Beijing Guoan,5000000,2018
589,Nicolás Benedetti,Attacking Midfield,21,2000000,Colombia,Liga DIMAYOR II,Deportivo Cali,Mexico,Liga MX Clausura,CF América,5000000,2018
590,Majeed Waris,Second Striker,26,2000000,France,Ligue 2,FC Lorient,Portugal,Liga NOS,FC Porto,5000000,2018
591,Henrique Dourado,Centre-Forward,29,3000000,Brazil,Série A,CR Flamengo,China,Super League,Henan Jianye,5000000,2018
592,Jesús Gallardo,Left-Back,23,3000000,Mexico,Liga MX Clausura,UNAM Pumas,Mexico,Liga MX Clausura,CF Monterrey,5000000,2018
593,Yimmi Chará,Right Winger,27,2000000,Colombia,Liga DIMAYOR II,Junior FC,Brazil,Série A,Clube Atlético Mineiro,5000000,2018
594,Carlos Izquierdoz,Centre-Back,29,3000000,Mexico,Liga MX Clausura,Santos Laguna,Argentina,Superliga,CA Boca Juniors,5000000,2018
595,Pietro Iemmello,Centre-Forward,26,2000000,Italy,Serie A,US Sassuolo,Italy,Serie B,Benevento Calcio,5000000,2018
596,Felipe Vizeu,Centre-Forward,21,1000000,Brazil,Série A,CR Flamengo,Italy,Serie A,Udinese Calcio,5000000,2018
597,Florent Hadergjonaj,Right-Back,23,5000000,Germany,2. Bundesliga,FC Ingolstadt 04,England,Premier League,Huddersfield Town,5000000,2018
598,Luca Waldschmidt,Second Striker,22,2000000,Germany,2. Bundesliga,Hamburger SV,Germany,Bundesliga,SC Freiburg,5000000,2018
599,Fabrício,Centre-Forward,28,4000000,Portugal,Liga NOS,Portimonense SC,Japan,J1 League,Urawa Red Diamonds,5000000,2018
600,Sidcley,Left-Back,25,4000000,Brazil,Série A,Club Athletico Paranaense,Ukraine,Premier Liga,Dynamo Kyiv,5000000,2018
601,Felipe Vizeu,Centre-Forward,21,1000000,Brazil,Série A,CR Flamengo,Italy,Serie A,Udinese Calcio,5000000,2018
602,Giangiacomo Magnani,Centre-Back,22,600k,Italy,Serie B,AC Perugia Calcio,Italy,Serie A,Juventus FC,5000000,2018
603,Tchê Tchê,Central Midfield,26,5000000,Ukraine,Premier Liga,Dynamo Kyiv,Brazil,Série A,São Paulo Futebol Clube,5000000,2018
604,Rodriguinho,Attacking Midfield,30,5000000,Egypt,Premier League,Pyramids FC,Brazil,Série A,Cruzeiro Esporte Clube,5000000,2018
605,Marco Tumminello,Centre-Forward,19,1000000,Italy,Serie A,AS Roma,Italy,Serie A,Atalanta BC,5000000,2018
606,Marco Carraro,Defensive Midfield,20,800k,Italy,Serie A,Inter Milan,Italy,Serie A,Atalanta BC,5000000,2018
