,name,position,age,market_value,country_from,league_from,club_from,country_to,league_to,club_to,fee,year
406,Anders Dreyer,Right Winger,23,6000000,Denmark,Superligaen,FC Midtjylland,Russia,Premier Liga,Rubin Kazan,7000000,2021
407,Gyrano Kerk,Right Winger,25,6000000,Netherlands,Eredivisie,FC Utrecht,Russia,Premier Liga,Lokomotiv Moscow,7000000,2021
408,Konstantin Maradishvili,Defensive Midfield,21,2000000,Russia,Premier Liga,CSKA Moscow,Russia,Premier Liga,Lokomotiv Moscow,7000000,2021
409,Mert Cetin,Centre-Back,24,2000000,Italy,Serie A,AS Roma,Italy,Serie A,Hellas Verona,7000000,2021
410,Jesús Angulo,Left-Back,23,4000000,Mexico,Liga MX Clausura,Atlas Guadalajara,Mexico,Liga MX Clausura,Tigres UANL,7000000,2021
411,Edon Zhegrova,Right Winger,22,2000000,Switzerland,Super League,FC Basel 1893,France,Ligue 1,LOSC Lille,7000000,2021
412,Billal Brahimi,Left Winger,21,1000000,France,Ligue 1,Angers SCO,France,Ligue 1,OGC Nice,7000000,2021
413,Deniz Undav,Centre-Forward,25,5000000,Belgium,Jupiler Pro League,Royale Union Saint Gilloise,England,Premier League,Brighton & Hove Albion,7000000,2021
414,Ismail Jakobs,Left-Back,21,7000000,Germany,Bundesliga,1. FC Köln,Monaco,Ligue 1,AS Monaco,6000000,2021
415,Robert Andrich,Defensive Midfield,26,7000000,Germany,Bundesliga,1.FC Union Berlin,Germany,Bundesliga,Bayer 04 Leverkusen,6000000,2021
416,Joey Veerman,Central Midfield,23,7000000,Netherlands,Eredivisie,SC Heerenveen,Netherlands,Eredivisie,PSV Eindhoven,6000000,2021
417,Kevin Bonifazi,Centre-Back,25,7000000,Italy,Serie B,SPAL,Italy,Serie A,Bologna FC 1909,5000000,2021
418,Matías Arezo,Centre-Forward,19,7000000,Uruguay,Primera División Clausura,CA River Plate Montevideo,Spain,LaLiga,Granada CF,5000000,2021
419,Sebastián Córdova,Attacking Midfield,24,7000000,Mexico,Liga MX Clausura,CF América,Mexico,Liga MX Clausura,Tigres UANL,5000000,2021
420,Henry Onyekuru,Left Winger,24,7000000,Monaco,Ligue 1,AS Monaco,Greece,Super League 1,Olympiacos Piraeus,4000000,2021
421,Hugo Siquet,Right-Back,19,7000000,Belgium,Jupiler Pro League,Standard Liège,Germany,Bundesliga,SC Freiburg,4000000,2021
422,Myziane Maolida,Left Winger,22,7000000,France,Ligue 1,OGC Nice,Germany,Bundesliga,Hertha BSC,4000000,2021
423,Nicolae Stanciu,Attacking Midfield,28,7000000,Czech Republic,Fortuna Liga,SK Slavia Prague,China,Super League,Wuhan Three Towns,4000000,2021
424,Pierre Lees-Melou,Defensive Midfield,28,7000000,France,Ligue 1,OGC Nice,England,Premier League,Norwich City,3000000,2021
425,Matteo Darmian,Right-Back,31,7000000,Italy,Serie B,Parma Calcio 1913,Italy,Serie A,Inter Milan,3000000,2021
426,Gabriele Zappa,Right-Back,21,7000000,Italy,Serie C-B,Delfino Pescara 1936,Italy,Serie A,Cagliari Calcio,3000000,2021
427,Ryan Christie,Attacking Midfield,26,7000000,Scotland,Premiership,Celtic FC,England,Championship,AFC Bournemouth,2000000,2021
428,Brandon Soppy,Right-Back,19,7000000,France,Ligue 1,Stade Rennais FC,Italy,Serie A,Udinese Calcio,2000000,2021
429,Alan Patrick,Attacking Midfield,30,7000000,Ukraine,Premier Liga,Shakhtar Donetsk,Brazil,Série A,Sport Club Internacional,2000000,2021
430,Caleb Ekuban,Centre-Forward,27,7000000,Turkey,Süper Lig,Trabzonspor,Italy,Serie A,Genoa CFC,1000000,2021
431,Matteo Lovato,Centre-Back,21,7000000,Italy,Serie A,Atalanta BC,Italy,Serie A,Cagliari Calcio,1000000,2021
432,Anel Ahmedhodzic,Centre-Back,22,7000000,Sweden,Allsvenskan,Malmö FF,France,Ligue 1,FC Girondins Bordeaux,1000000,2021
433,Arne Maier,Central Midfield,22,7000000,Germany,Bundesliga,Hertha BSC,Germany,Bundesliga,FC Augsburg,500k,2021
434,Alexandru Mitrita,Left Winger,26,7000000,United States,MLS,New York City FC,Greece,Super League 1,PAOK Thessaloniki,500k,2021
435,Marc Oliver Kempf,Centre-Back,26,7000000,Germany,Bundesliga,VfB Stuttgart,Germany,Bundesliga,Hertha BSC,500k,2021
436,Jean-Pierre Nsame,Centre-Forward,28,7000000,Switzerland,Super League,BSC Young Boys,Italy,Serie A,Venezia FC,500k,2021
437,Jovane,Left Winger,23,7000000,Portugal,Liga Bwin,Sporting CP,Italy,Serie A,SS Lazio,300k,2021
438,Fedor Smolov,Centre-Forward,31,7000000,Russia,Premier Liga,Lokomotiv Moscow,Russia,Premier Liga,Dynamo Moscow,120k,2021
439,Gustavo Assunção,Defensive Midfield,21,7000000,Portugal,Liga Bwin,FC Famalicão,Turkey,Süper Lig,Galatasaray,100k,2021
440,Omar Richards,Left-Back,23,7000000,England,Championship,Reading FC,Germany,Bundesliga,Bayern Munich,free transfer,2021
441,Juan Miranda,Left-Back,21,7000000,Spain,LaLiga,FC Barcelona,Spain,LaLiga,Real Betis Balompié,free transfer,2021
442,Andros Townsend,Right Winger,30,7000000,England,Premier League,Crystal Palace,England,Premier League,Everton FC,free transfer,2021
443,Patrick van Aanholt,Left-Back,30,7000000,England,Premier League,Crystal Palace,Turkey,Süper Lig,Galatasaray,free transfer,2021
444,Alex Mowatt,Central Midfield,26,7000000,England,Championship,Barnsley FC,England,Championship,West Bromwich Albion,free transfer,2021
445,John Lundstram,Central Midfield,27,7000000,England,Championship,Sheffield United,Scotland,Premiership,Rangers FC,free transfer,2021
446,Rony Lopes,Right Winger,25,7000000,Spain,LaLiga,Sevilla FC,Greece,Super League 1,Olympiacos Piraeus,loan transfer,2021
447,Darío Benedetto,Centre-Forward,31,7000000,France,Ligue 1,Olympique Marseille,Spain,LaLiga,Elche CF,loan transfer,2021
448,Morgan Gibbs-White,Attacking Midfield,21,7000000,England,Premier League,Wolverhampton Wanderers,England,Championship,Sheffield United,loan transfer,2021
449,Jeison Murillo,Centre-Back,29,7000000,Italy,Serie A,UC Sampdoria,Spain,LaLiga,Celta de Vigo,loan transfer,2021
450,Roberto Alvarado,Right Winger,23,7000000,Mexico,Liga MX Clausura,CD Cruz Azul,Mexico,Liga MX Clausura,Deportivo Guadalajara,?,2021
451,Aaron Connolly,Centre-Forward,21,7000000,England,Premier League,Brighton & Hove Albion,England,Championship,Middlesbrough FC,loan transfer,2021
452,Jordan Amavi,Left-Back,27,7000000,France,Ligue 1,Olympique Marseille,France,Ligue 1,OGC Nice,loan transfer,2021
453,Oussama Idrissi,Left Winger,25,7000000,Spain,LaLiga,Sevilla FC,Spain,LaLiga,Cádiz CF,loan transfer,2021
454,Luis Abram,Centre-Back,25,7000000,Spain,LaLiga,Granada CF,Mexico,Liga MX Clausura,CD Cruz Azul,loan transfer,2021
455,Yeferson Soteldo,Left Winger,24,7000000,Canada,MLS,Toronto FC,Mexico,Liga MX Clausura,Tigres UANL,free transfer,2021
456,Jeff Hendrick,Central Midfield,30,7000000,England,Premier League,Newcastle United,England,Championship,Queens Park Rangers,loan transfer,2021
457,Júnior Alonso,Centre-Back,29,7000000,Russia,Premier Liga,FK Krasnodar,Brazil,Série A,Clube Atlético Mineiro,loan transfer,2021
458,Anders Dreyer,Right Winger,23,7000000,Russia,Premier Liga,Rubin Kazan,Denmark,Superligaen,FC Midtjylland,loan transfer,2021
459,Facundo Torres,Right Winger,21,6000000,Uruguay,Primera División Clausura,CA Peñarol,United States,MLS,Orlando City SC,6000000,2021
460,Luis Abram,Centre-Back,25,6000000,Argentina,Liga Profesional,CA Vélez Sarsfield,Spain,LaLiga,Granada CF,free transfer,2021
461,Bryan Reynolds,Right-Back,20,6000000,United States,MLS,FC Dallas,Italy,Serie A,AS Roma,6000000,2021
462,Martín Payero,Central Midfield,22,5000000,Argentina,Liga Profesional,CA Banfield,England,Championship,Middlesbrough FC,6000000,2021
463,Kevin Paredes,Left Midfield,18,4000000,United States,MLS,D.C. United,Germany,Bundesliga,VfL Wolfsburg,6000000,2021
464,Sead Haksabanovic,Left Winger,22,5000000,Sweden,Allsvenskan,IFK Norrköping,Russia,Premier Liga,Rubin Kazan,6000000,2021
465,Alexandru Cicaldau,Central Midfield,24,6000000,Romania,Liga 1,Universitatea Craiova,Turkey,Süper Lig,Galatasaray,6000000,2021
466,Stanley Nsoki,Centre-Back,22,5000000,France,Ligue 1,OGC Nice,Belgium,Jupiler Pro League,Club Brugge KV,6000000,2021
467,Kelvin Yeboah,Centre-Forward,21,4000000,Austria,Bundesliga,SK Sturm Graz,Italy,Serie A,Genoa CFC,6000000,2021
468,Éderson,Central Midfield,22,5000000,Brazil,Série A,Sport Club Corinthians Paulista,Italy,Serie A,US Salernitana 1919,6000000,2021
469,Kevin Lasagna,Centre-Forward,28,6000000,Italy,Serie A,Udinese Calcio,Italy,Serie A,Hellas Verona,6000000,2021
470,Andreas Skov Olsen,Right Midfield,22,6000000,Italy,Serie A,Bologna FC 1909,Belgium,Jupiler Pro League,Club Brugge KV,6000000,2021
471,Fodé Ballo-Touré,Left-Back,24,6000000,Monaco,Ligue 1,AS Monaco,Italy,Serie A,AC Milan,5000000,2021
472,Victor Moses,Right Midfield,30,6000000,England,Premier League,Chelsea FC,Russia,Premier Liga,Spartak Moscow,5000000,2021
473,Wendell,Left-Back,28,6000000,Germany,Bundesliga,Bayer 04 Leverkusen,Portugal,Liga Bwin,FC Porto,4000000,2021
474,Mario Vuskovic,Centre-Back,19,6000000,Croatia,1. HNL,HNK Hajduk Split,Germany,2. Bundesliga,Hamburger SV,1000000,2021
