,name,position,age,market_value,country_from,league_from,club_from,country_to,league_to,club_to,fee,year
410,Josip Juranovic,Right-Back,27,9000000,Scotland,Premiership,Celtic FC,Germany,Bundesliga,1.FC Union Berlin,8000000,2022
411,Jhon Lucumí,Centre-Back,24,9000000,Belgium,Jupiler Pro League,KRC Genk,Italy,Serie A,Bologna FC 1909,8000000,2022
412,Adam Buksa,Centre-Forward,25,9000000,United States,MLS,New England Revolution,France,Ligue 1,RC Lens,6000000,2022
413,Andreas Cornelius,Centre-Forward,29,9000000,Turkey,Süper Lig,Trabzonspor,Denmark,Superligaen,FC Copenhagen,6000000,2022
414,Facundo Buonanotte,Attacking Midfield,18,9000000,Argentina,Liga Profesional,CA Rosario Central,England,Premier League,Brighton & Hove Albion,6000000,2022
415,Kevin Mbabu,Right-Back,27,9000000,Germany,Bundesliga,VfL Wolfsburg,England,Premier League,Fulham FC,5000000,2022
416,Anders Dreyer,Right Winger,24,9000000,Denmark,Superligaen,FC Midtjylland,Belgium,Jupiler Pro League,RSC Anderlecht,4000000,2022
417,Bernd Leno,Goalkeeper,30,9000000,England,Premier League,Arsenal FC,England,Premier League,Fulham FC,3000000,2022
418,Kristijan Jakic,Defensive Midfield,25,9000000,Croatia,SuperSport HNL,GNK Dinamo Zagreb,Germany,Bundesliga,Eintracht Frankfurt,3000000,2022
419,Anwar El Ghazi,Right Winger,27,9000000,England,Premier League,Aston Villa,Netherlands,Eredivisie,PSV Eindhoven,2000000,2022
420,Predrag Rajković,Goalkeeper,26,9000000,France,Ligue 1,Stade Reims,Spain,LaLiga,RCD Mallorca,2000000,2022
421,Nikola Moro,Defensive Midfield,24,9000000,Russia,Premier Liga,Dynamo Moscow,Italy,Serie A,Bologna FC 1909,1000000,2022
422,Ricardo Pepi,Centre-Forward,19,9000000,Germany,Bundesliga,FC Augsburg,Netherlands,Eredivisie,FC Groningen,500k,2022
423,Thorgan Hazard,Left Winger,29,9000000,Germany,Bundesliga,Borussia Dortmund,Netherlands,Eredivisie,PSV Eindhoven,500k,2022
424,Portu,Right Winger,30,9000000,Spain,LaLiga,Real Sociedad,Spain,LaLiga,Getafe CF,loan transfer,2022
425,Luca Pellegrini,Left-Back,23,9000000,Italy,Serie A,Juventus FC,Italy,Serie A,SS Lazio,loan transfer,2022
426,Jean-Philippe Gbamin,Defensive Midfield,26,9000000,England,Premier League,Everton FC,Turkey,Süper Lig,Trabzonspor,loan transfer,2022
427,Freddie Woodman,Goalkeeper,25,9000000,England,Premier League,Newcastle United,England,Championship,Preston North End,?,2022
428,Angelo Fulgini,Attacking Midfield,26,9000000,Germany,Bundesliga,1.FSV Mainz 05,France,Ligue 1,RC Lens,loan transfer,2022
429,Óscar Rodríguez,Attacking Midfield,24,9000000,Spain,LaLiga,Sevilla FC,Spain,LaLiga,Celta de Vigo,loan transfer,2022
430,Unai Núñez,Centre-Back,25,9000000,Spain,LaLiga,Athletic Bilbao,Spain,LaLiga,Celta de Vigo,loan transfer,2022
431,Ilaix Moriba,Central Midfield,19,9000000,Germany,Bundesliga,RB Leipzig,Spain,LaLiga,Valencia CF,loan transfer,2022
432,Rafinha,Attacking Midfield,29,9000000,France,Ligue 1,Paris Saint-Germain,Qatar,Stars League,Al-Arabi SC,free transfer,2022
433,Luis Suárez,Centre-Forward,25,9000000,France,Ligue 1,Olympique Marseille,Spain,LaLiga,UD Almería,loan transfer,2022
434,Portu,Right Winger,30,9000000,Spain,LaLiga,Real Sociedad,Spain,LaLiga,Getafe CF,loan transfer,2022
435,Paco Alcácer,Centre-Forward,28,9000000,Spain,LaLiga,Villarreal CF,United Arab Emirates,UAE Pro League,Sharjah FC,free transfer,2022
436,Julien Duranville,Right Winger,16,5000000,Belgium,Jupiler Pro League,RSC Anderlecht,Germany,Bundesliga,Borussia Dortmund,8000000,2022
437,Ritsu Doan,Right Winger,24,8000000,Netherlands,Eredivisie,PSV Eindhoven,Germany,Bundesliga,SC Freiburg,8000000,2022
438,Omar Richards,Left-Back,24,7000000,Germany,Bundesliga,Bayern Munich,England,Premier League,Nottingham Forest,8000000,2022
439,Giulio Maggiore,Central Midfield,24,8000000,Italy,Serie A,Spezia Calcio,Italy,Serie A,US Salernitana 1919,4000000,2022
440,Nathan Ngoumou,Right Winger,22,2000000,France,Ligue 1,FC Toulouse,Germany,Bundesliga,Borussia Mönchengladbach,8000000,2022
441,Yann Sommer,Goalkeeper,34,5000000,Germany,Bundesliga,Borussia Mönchengladbach,Germany,Bundesliga,Bayern Munich,8000000,2022
442,Alexander Bah,Right-Back,24,7000000,Czech Republic,Fortuna Liga,SK Slavia Prague,Portugal,Liga Portugal,SL Benfica,8000000,2022
443,César Montes,Centre-Back,25,7000000,Mexico,Liga MX Clausura,CF Monterrey,Spain,LaLiga,RCD Espanyol Barcelona,8000000,2022
444,Ismaël Koné,Central Midfield,20,6000000,Canada,MLS,CF Montréal,England,Championship,Watford FC,8000000,2022
445,André Almeida,Central Midfield,22,5000000,Portugal,Liga Portugal,Vitória Guimarães SC,Spain,LaLiga,Valencia CF,8000000,2022
446,Simon Adingra,Left Winger,20,1000000,Denmark,Superligaen,FC Nordsjaelland,England,Premier League,Brighton & Hove Albion,8000000,2022
447,El Bilal Touré,Centre-Forward,20,6000000,France,Ligue 1,Stade Reims,Spain,LaLiga,UD Almería,8000000,2022
448,Marcos Antônio,Central Midfield,22,8000000,Ukraine,Premier Liga,Shakhtar Donetsk,Italy,Serie A,SS Lazio,7000000,2022
449,Abner,Left-Back,22,8000000,Brazil,Série A,Club Athletico Paranaense,Spain,LaLiga,Real Betis Balompié,7000000,2022
450,Abner,Left-Back,22,8000000,Brazil,Série A,Club Athletico Paranaense,Spain,LaLiga,Real Betis Balompié,7000000,2022
451,Bamba Dieng,Centre-Forward,22,8000000,France,Ligue 1,Olympique Marseille,France,Ligue 1,FC Lorient,7000000,2022
452,Lucas Alario,Centre-Forward,29,8000000,Germany,Bundesliga,Bayer 04 Leverkusen,Germany,Bundesliga,Eintracht Frankfurt,6000000,2022
453,Patrick Wimmer,Right Winger,21,8000000,Germany,2. Bundesliga,Arminia Bielefeld,Germany,Bundesliga,VfL Wolfsburg,5000000,2022
454,Anders Dreyer,Right Winger,24,8000000,Russia,1.Division,Rubin Kazan,Denmark,Superligaen,FC Midtjylland,5000000,2022
455,Francisco Conceição,Right Winger,19,8000000,Portugal,Liga Portugal,FC Porto,Netherlands,Eredivisie,Ajax Amsterdam,5000000,2022
456,Flavius Daniliuc,Centre-Back,21,8000000,France,Ligue 1,OGC Nice,Italy,Serie A,US Salernitana 1919,5000000,2022
457,Carlos Vinícius,Centre-Forward,27,8000000,Portugal,Liga Portugal,SL Benfica,England,Premier League,Fulham FC,5000000,2022
458,Martín Ojeda,Left Winger,24,8000000,Argentina,Liga Profesional,CD Godoy Cruz Antonio Tomba,United States,MLS,Orlando City SC,5000000,2022
459,Denis Bouanga,Left Winger,27,8000000,France,Ligue 2,AS Saint-Étienne,United States,MLS,Los Angeles FC,4000000,2022
460,Wanderson,Left Winger,28,8000000,Russia,Premier Liga,FK Krasnodar,Brazil,Campeonato Gaúcho,Sport Club Internacional,4000000,2022
461,Enis Bardhi,Attacking Midfield,27,8000000,Spain,LaLiga2,Levante UD,Turkey,Süper Lig,Trabzonspor,3000000,2022
462,Kastriot Imeri,Central Midfield,22,8000000,Switzerland,Super League,Servette FC,Switzerland,Super League,BSC Young Boys,3000000,2022
463,Moi Gómez,Left Winger,28,8000000,Spain,LaLiga,Villarreal CF,Spain,LaLiga,CA Osasuna,1000000,2022
464,Todd Cantwell,Left Midfield,24,8000000,England,Championship,Norwich City,Scotland,Premiership,Rangers FC,1000000,2022
465,Haris Seferovic,Centre-Forward,30,8000000,Portugal,Liga Portugal,SL Benfica,Turkey,Süper Lig,Galatasaray,1000000,2022
466,Malang Sarr,Centre-Back,23,8000000,England,Premier League,Chelsea FC,Monaco,Ligue 1,AS Monaco,1000000,2022
467,Domingos Duarte,Centre-Back,27,8000000,Spain,LaLiga2,Granada CF,Spain,LaLiga,Getafe CF,750k,2022
468,Alejandro Pozuelo,Attacking Midfield,30,8000000,Canada,MLS,Toronto FC,United States,MLS,Inter Miami CF,136k,2022
469,Romain Saïss,Centre-Back,32,8000000,England,Premier League,Wolverhampton Wanderers,Turkey,Süper Lig,Besiktas JK,free transfer,2022
470,Isaac Hayden,Defensive Midfield,27,8000000,England,Premier League,Newcastle United,England,Championship,Norwich City,loan transfer,2022
471,Jordan Larsson,Right Winger,25,8000000,Russia,Premier Liga,Spartak Moscow,Germany,Bundesliga,FC Schalke 04,free transfer,2022
472,Henrikh Mkhitaryan,Attacking Midfield,33,8000000,Italy,Serie A,AS Roma,Italy,Serie A,Inter Milan,free transfer,2022
473,Abdallah Sima,Right Winger,21,8000000,England,Premier League,Brighton & Hove Albion,France,Ligue 1,Angers SCO,loan transfer,2022
474,Joshua King,Centre-Forward,30,8000000,England,Championship,Watford FC,Turkey,Süper Lig,Fenerbahce,free transfer,2022
475,Christos Tzolis,Left Winger,20,8000000,England,Championship,Norwich City,Netherlands,Eredivisie,Twente Enschede FC,loan transfer,2022
476,Zinho Vanheusden,Centre-Back,22,8000000,Italy,Serie A,Inter Milan,Netherlands,Eredivisie,AZ Alkmaar,loan transfer,2022
477,Pol Lirola,Right-Back,24,8000000,France,Ligue 1,Olympique Marseille,Spain,LaLiga,Elche CF,loan transfer,2022
478,Jens Petter Hauge,Right Winger,22,8000000,Germany,Bundesliga,Eintracht Frankfurt,Belgium,Jupiler Pro League,KAA Gent,loan transfer,2022
479,Reinier,Attacking Midfield,20,8000000,Spain,LaLiga,Real Madrid,Spain,LaLiga,Girona FC,loan transfer,2022
480,Kacper Kozlowski,Central Midfield,18,8000000,England,Premier League,Brighton & Hove Albion,Netherlands,Eredivisie,Vitesse Arnhem,loan transfer,2022
481,Marco Carnesecchi,Goalkeeper,22,8000000,Italy,Serie A,Atalanta BC,Italy,Serie A,US Cremonese,loan transfer,2022
482,Munir El Haddadi,Centre-Forward,26,8000000,Spain,LaLiga,Sevilla FC,Spain,LaLiga,Getafe CF,free transfer,2022
483,Abde Ezzalzouli,Left Winger,20,8000000,Spain,LaLiga,FC Barcelona,Spain,LaLiga,CA Osasuna,loan transfer,2022
484,Djibril Sidibé,Right-Back,30,8000000,Monaco,Ligue 1,AS Monaco,Greece,Super League 1,AEK Athens,free transfer,2022
485,Cédric Bakambu,Centre-Forward,31,8000000,France,Ligue 1,Olympique Marseille,Greece,Super League 1,Olympiacos Piraeus,free transfer,2022
486,Cameron Archer,Centre-Forward,21,8000000,England,Premier League,Aston Villa,England,Championship,Middlesbrough FC,loan transfer,2022
487,João Victor,Centre-Back,24,8000000,Portugal,Liga Portugal,SL Benfica,France,Ligue 1,FC Nantes,loan transfer,2022
488,Joe Gelhardt,Centre-Forward,20,8000000,England,Premier League,Leeds United,England,Championship,Sunderland AFC,loan transfer,2022
489,Nedim Bajrami,Attacking Midfield,23,8000000,Italy,Serie A,FC Empoli,Italy,Serie A,US Sassuolo,loan transfer,2022
490,Lewis O'Brien,Central Midfield,24,8000000,England,Premier League,Nottingham Forest,United States,MLS,D.C. United,loan transfer,2022
491,Vedat Muriqi,Centre-Forward,28,7000000,Italy,Serie A,SS Lazio,Spain,LaLiga,RCD Mallorca,7000000,2022
492,Jean-Victor Makengo,Central Midfield,24,7000000,Italy,Serie A,Udinese Calcio,France,Ligue 1,FC Lorient,11000000,2022
493,Bartol Franjic,Defensive Midfield,22,4000000,Croatia,SuperSport HNL,GNK Dinamo Zagreb,Germany,Bundesliga,VfL Wolfsburg,7000000,2022
494,Jota,Left Winger,23,7000000,Portugal,Liga Portugal,SL Benfica,Scotland,Premiership,Celtic FC,7000000,2022
495,Ousmane Diomande,Centre-Back,19,400k,Denmark,Superligaen,FC Midtjylland,Portugal,Liga Portugal,Sporting CP,7000000,2022
496,Nicolò Casale,Centre-Back,24,7000000,Italy,Serie A,Hellas Verona,Italy,Serie A,SS Lazio,7000000,2022
497,Takefusa Kubo,Right Winger,21,7000000,Spain,LaLiga,Real Madrid,Spain,LaLiga,Real Sociedad,6000000,2022
498,Julian Ryerson,Right-Back,25,7000000,Germany,Bundesliga,1.FC Union Berlin,Germany,Bundesliga,Borussia Dortmund,5000000,2022
499,Guus Til,Attacking Midfield,24,7000000,Russia,Premier Liga,Spartak Moscow,Netherlands,Eredivisie,PSV Eindhoven,3000000,2022
500,Josip Brekalo,Left Winger,24,7000000,Germany,Bundesliga,VfL Wolfsburg,Italy,Serie A,ACF Fiorentina,1000000,2022
501,Grischa Prömel,Central Midfield,27,7000000,Germany,Bundesliga,1.FC Union Berlin,Germany,Bundesliga,TSG 1899 Hoffenheim,free transfer,2022
502,Ezgjan Alioski,Left-Back,30,7000000,Saudi Arabia,Without League,Al-Ahli Saudi FC,Turkey,Süper Lig,Fenerbahce,loan transfer,2022
503,Isco,Attacking Midfield,30,7000000,Spain,LaLiga,Real Madrid,Spain,LaLiga,Sevilla FC,free transfer,2022
504,Alexandru Cicaldau,Central Midfield,25,7000000,Turkey,Süper Lig,Galatasaray,United Arab Emirates,UAE Pro League,Al-Ittihad Kalba SC,loan transfer,2022
505,Quinten Timber,Central Midfield,21,4000000,Netherlands,Eredivisie,FC Utrecht,Netherlands,Eredivisie,Feyenoord Rotterdam,7000000,2022
506,Cameron Carter-Vickers,Centre-Back,24,7000000,England,Premier League,Tottenham Hotspur,Scotland,Premiership,Celtic FC,7000000,2022
507,Strahinja Pavlovic,Centre-Back,21,5000000,Monaco,Ligue 1,AS Monaco,Austria,Bundesliga,Red Bull Salzburg,7000000,2022
508,Matteo Lovato,Centre-Back,22,7000000,Italy,Serie A,Atalanta BC,Italy,Serie A,US Salernitana 1919,7000000,2022
509,Aaron Boupendza,Centre-Forward,26,7000000,Qatar,Stars League,Al-Arabi SC,Saudi Arabia,Saudi Pro League,Al-Shabab Club (Riyadh),7000000,2022
510,Malick Thiaw,Centre-Back,21,6000000,Germany,Bundesliga,FC Schalke 04,Italy,Serie A,AC Milan,7000000,2022
511,Lázaro,Left Winger,20,7000000,Brazil,Série A,CR Flamengo,Spain,LaLiga,UD Almería,7000000,2022
512,Ayrton Lucas,Left-Back,25,6000000,Russia,Premier Liga,Spartak Moscow,Brazil,Carioca - Taça Guanabara,CR Flamengo,7000000,2022
513,Casper Tengstedt,Centre-Forward,22,3000000,Norway,Eliteserien,Rosenborg BK,Portugal,Liga Portugal,SL Benfica,7000000,2022
514,Oscar Gloukh,Attacking Midfield,18,4000000,Israel,Ligat ha'Al,Maccabi Tel Aviv,Austria,Bundesliga,Red Bull Salzburg,7000000,2022
515,Samuel Lino,Left Winger,22,7000000,Portugal,Liga Portugal,Gil Vicente FC,Spain,LaLiga,Atlético de Madrid,6000000,2022
516,Jorge Carrascal,Attacking Midfield,24,7000000,Argentina,Liga Profesional,CA River Plate,Russia,Premier Liga,CSKA Moscow,6000000,2022
517,Jordan,Centre-Forward,26,7000000,Switzerland,Super League,BSC Young Boys,Germany,Bundesliga,1.FC Union Berlin,6000000,2022
518,Giuliano Galoppo,Attacking Midfield,23,7000000,Argentina,Liga Profesional,CA Banfield,Brazil,Série A,São Paulo Futebol Clube,6000000,2022
519,Matheus Martins,Left Winger,19,7000000,Brazil,Carioca - Taça Guanabara,Fluminense Football Club,Italy,Serie A,Udinese Calcio,6000000,2022
520,Cristian Arango,Centre-Forward,27,7000000,United States,MLS,Los Angeles FC,Mexico,Liga MX Clausura,CF Pachuca,5000000,2022
521,Luan Peres,Centre-Back,28,7000000,France,Ligue 1,Olympique Marseille,Turkey,Süper Lig,Fenerbahce,5000000,2022
522,Toby Alderweireld,Centre-Back,33,7000000,Qatar,Stars League,Al-Duhail SC,Belgium,Jupiler Pro League,Royal Antwerp FC,4000000,2022
523,Ui-jo Hwang,Centre-Forward,29,7000000,France,Ligue 2,FC Girondins Bordeaux,England,Premier League,Nottingham Forest,4000000,2022
524,Fabien Centonze,Right-Back,26,7000000,France,Ligue 2,FC Metz,France,Ligue 1,FC Nantes,4000000,2022
525,Marquinhos,Right Winger,19,7000000,Brazil,Série A,São Paulo Futebol Clube,England,Premier League,Arsenal FC,3000000,2022
526,Raoul Bellanova,Right-Back,22,7000000,Italy,Serie B,Cagliari Calcio,Italy,Serie A,Inter Milan,3000000,2022
527,Willian Arão,Defensive Midfield,30,7000000,Brazil,Série A,CR Flamengo,Turkey,Süper Lig,Fenerbahce,3000000,2022
528,Morten Thorsby,Central Midfield,26,7000000,Italy,Serie A,UC Sampdoria,Germany,Bundesliga,1.FC Union Berlin,3000000,2022
529,Théo Bongonda,Right Winger,26,7000000,Belgium,Jupiler Pro League,KRC Genk,Spain,LaLiga,Cádiz CF,3000000,2022
530,Adam Ounas,Right Winger,25,7000000,Italy,Serie A,SSC Napoli,France,Ligue 1,LOSC Lille,3000000,2022
531,Wesley,Left Winger,23,7000000,Brazil,Paulistão A1 - Primeira fase,Sociedade Esportiva Palmeiras,Brazil,Campeonato Mineiro,Cruzeiro Esporte Clube,3000000,2022
532,Eldor Shomurodov,Centre-Forward,27,7000000,Italy,Serie A,AS Roma,Italy,Serie A,Spezia Calcio,1000000,2022
533,Nicolas Raskin,Central Midfield,21,7000000,Belgium,Jupiler Pro League,Standard Liège,Scotland,Premiership,Rangers FC,1000000,2022
534,Agustín Rossi,Goalkeeper,27,7000000,Argentina,Liga Profesional,CA Boca Juniors,Saudi Arabia,Saudi Pro League,Al-Nassr FC,1000000,2022
535,Oliver Abildgaard,Defensive Midfield,26,7000000,Russia,1.Division,Rubin Kazan,Scotland,Premiership,Celtic FC,1000000,2022
536,Raoul Bellanova,Right-Back,22,7000000,France,Ligue 2,FC Girondins Bordeaux,Italy,Serie B,Cagliari Calcio,700k,2022
537,Diogo Leite,Centre-Back,23,7000000,Portugal,Liga Portugal,FC Porto,Germany,Bundesliga,1.FC Union Berlin,500k,2022
538,Kenedy,Left Winger,26,7000000,England,Premier League,Chelsea FC,Spain,LaLiga,Real Valladolid CF,500k,2022
539,Maycon,Central Midfield,25,7000000,Ukraine,Premier Liga,Shakhtar Donetsk,Brazil,Paulistão A1 - Primeira fase,Sport Club Corinthians Paulista,500k,2022
540,Andreaw Gravillon,Centre-Back,24,7000000,France,Ligue 1,Stade Reims,Italy,Serie A,Torino FC,300k,2022
541,Anthony Caci,Left-Back,25,7000000,France,Ligue 1,RC Strasbourg Alsace,Germany,Bundesliga,1.FSV Mainz 05,free transfer,2022
542,John Swift,Central Midfield,27,7000000,England,Championship,Reading FC,England,Championship,West Bromwich Albion,free transfer,2022
543,Taylor Harwood-Bellis,Centre-Back,20,7000000,England,Premier League 2,Manchester City U21,England,Championship,Burnley FC,loan transfer,2022
544,Stefano Sensi,Central Midfield,26,7000000,Italy,Serie A,Inter Milan,Italy,Serie A,AC Monza,loan transfer,2022
545,Martín Satriano,Centre-Forward,21,7000000,Italy,Serie A,Inter Milan,Italy,Serie A,FC Empoli,loan transfer,2022
546,Colin Dagba,Right-Back,23,7000000,France,Ligue 1,Paris Saint-Germain,France,Ligue 1,RC Strasbourg Alsace,loan transfer,2022
547,Ghislain Konan,Left-Back,26,7000000,France,Ligue 1,Stade Reims,Saudi Arabia,Saudi Pro League,Al-Nassr FC,free transfer,2022
548,Thomas Strakosha,Goalkeeper,27,7000000,Italy,Serie A,SS Lazio,England,Premier League,Brentford FC,free transfer,2022
549,Samuel Lino,Left Winger,22,7000000,Spain,LaLiga,Atlético de Madrid,Spain,LaLiga,Valencia CF,loan transfer,2022
550,Riqui Puig,Central Midfield,22,7000000,Spain,LaLiga,FC Barcelona,United States,MLS,Los Angeles Galaxy,free transfer,2022
551,Yeferson Soteldo,Left Winger,25,7000000,Mexico,Liga MX Clausura,Tigres UANL,Brazil,Série A,Santos FC,loan transfer,2022
552,Ui-jo Hwang,Centre-Forward,29,7000000,England,Premier League,Nottingham Forest,Greece,Super League 1,Olympiacos Piraeus,loan transfer,2022
553,Jack Stephens,Centre-Back,28,7000000,England,Premier League,Southampton FC,England,Premier League,AFC Bournemouth,loan transfer,2022
554,John Anthony Brooks,Centre-Back,29,7000000,Germany,Bundesliga,VfL Wolfsburg,Portugal,Liga Portugal,SL Benfica,free transfer,2022
555,Lucien Agoumé,Defensive Midfield,20,7000000,Italy,Serie A,Inter Milan,France,Ligue 1,ESTAC Troyes,loan transfer,2022
556,Uroš Račić,Defensive Midfield,24,7000000,Spain,LaLiga,Valencia CF,Portugal,Liga Portugal,SC Braga,loan transfer,2022
557,Milot Rashica,Right Winger,26,7000000,England,Championship,Norwich City,Turkey,Süper Lig,Galatasaray,loan transfer,2022
558,Paulinho,Left Winger,22,7000000,Germany,Bundesliga,Bayer 04 Leverkusen,Brazil,Campeonato Mineiro,Clube Atlético Mineiro,loan transfer,2022
559,Igor Gomes,Central Midfield,23,7000000,Brazil,Paulistão A1 - Primeira fase,São Paulo Futebol Clube,Brazil,Campeonato Mineiro,Clube Atlético Mineiro,free transfer,2022
560,Liam Delap,Centre-Forward,19,7000000,England,Premier League 2,Manchester City U21,England,Championship,Preston North End,loan transfer,2022
561,Jonjo Shelvey,Central Midfield,30,7000000,England,Premier League,Newcastle United,England,Premier League,Nottingham Forest,?,2022
562,Adnan Januzaj,Right Winger,27,7000000,Spain,LaLiga,Sevilla FC,Turkey,Süper Lig,Basaksehir FK,loan transfer,2022
563,Miguel Borja,Centre-Forward,29,3000000,Colombia,Liga DIMAYOR II,Junior FC,Argentina,Liga Profesional,CA River Plate,6000000,2022
564,Sávio,Right Winger,18,6000000,Brazil,Série A,Clube Atlético Mineiro,France,Ligue 1,ESTAC Troyes,6000000,2022
565,Cyriel Dessers,Centre-Forward,27,6000000,Belgium,Jupiler Pro League,KRC Genk,Italy,Serie A,US Cremonese,6000000,2022
566,Samir Caetano,Centre-Back,27,5000000,England,Championship,Watford FC,Mexico,Liga MX Clausura,Tigres UANL,6000000,2022
567,Yira Sor,Right Winger,22,4000000,Czech Republic,Fortuna Liga,SK Slavia Prague,Belgium,Jupiler Pro League,KRC Genk,6000000,2022
568,Stipe Biuk,Left Winger,20,5000000,Croatia,SuperSport HNL,HNK Hajduk Split,United States,MLS,Los Angeles FC,6000000,2022
569,Gedson Fernandes,Central Midfield,23,6000000,Portugal,Liga Portugal,SL Benfica,Turkey,Süper Lig,Besiktas JK,6000000,2022
570,Alberth Elis,Right Winger,26,6000000,Portugal,Liga Portugal,Boavista FC,France,Ligue 2,FC Girondins Bordeaux,6000000,2022
571,Ridvan Yilmaz,Left-Back,21,6000000,Turkey,Süper Lig,Besiktas JK,Scotland,Premiership,Rangers FC,4000000,2022
572,Mostafa Mohamed,Centre-Forward,24,6000000,Egypt,Premier League,Zamalek SC,Turkey,Süper Lig,Galatasaray,3000000,2022
573,Nicolás Castro,Attacking Midfield,21,6000000,Argentina,Liga Profesional,CA Newell's Old Boys,Belgium,Jupiler Pro League,KRC Genk,3000000,2022
574,Andreaw Gravillon,Centre-Back,24,6000000,Italy,Serie A,Inter Milan,France,Ligue 1,Stade Reims,3000000,2022
575,Andreaw Gravillon,Centre-Back,24,6000000,Italy,Serie A,Inter Milan,France,Ligue 1,Stade Reims,3000000,2022
576,Erick Pulgar,Defensive Midfield,28,6000000,Italy,Serie A,ACF Fiorentina,Brazil,Série A,CR Flamengo,2000000,2022
577,Selim Amallah,Attacking Midfield,26,6000000,Belgium,Jupiler Pro League,Standard Liège,Spain,LaLiga,Real Valladolid CF,1000000,2022
578,Mostafa Mohamed,Centre-Forward,24,6000000,Turkey,Süper Lig,Galatasaray,France,Ligue 1,FC Nantes,250k,2022
579,Niklas Stark,Centre-Back,27,6000000,Germany,Bundesliga,Hertha BSC,Germany,Bundesliga,SV Werder Bremen,free transfer,2022
580,Santiago Ascacíbar,Defensive Midfield,25,6000000,Germany,Bundesliga,Hertha BSC,Argentina,Liga Profesional,Club Estudiantes de La Plata,loan transfer,2022
581,Jed Wallace,Right Winger,28,6000000,England,Championship,Millwall FC,England,Championship,West Bromwich Albion,free transfer,2022
582,Rémy Cabella,Attacking Midfield,32,6000000,France,Ligue 1,Montpellier HSC,France,Ligue 1,LOSC Lille,free transfer,2022
583,Santiago Ascacíbar,Defensive Midfield,25,6000000,Germany,Bundesliga,Hertha BSC,Italy,Serie A,US Cremonese,loan transfer,2022
584,Víctor Guzmán,Attacking Midfield,27,6000000,Mexico,Liga MX Clausura,CF Pachuca,Mexico,Liga MX Clausura,Deportivo Guadalajara,?,2022
585,Matt Turner,Goalkeeper,28,5000000,United States,MLS,New England Revolution,England,Premier League,Arsenal FC,6000000,2022
586,Jörgen Strand Larsen,Centre-Forward,22,6000000,Netherlands,Eredivisie,FC Groningen,Spain,LaLiga,Celta de Vigo,12000000,2022
587,Jayden Oosterwolde,Left-Back,21,2000000,Italy,Serie B,Parma Calcio 1913,Turkey,Süper Lig,Fenerbahce,6000000,2022
588,Yusuf Demir,Right Winger,19,5000000,Austria,Bundesliga,Rapid Vienna,Turkey,Süper Lig,Galatasaray,6000000,2022
589,Fausto Vera,Defensive Midfield,22,6000000,Argentina,Liga Profesional,AA Argentinos Juniors,Brazil,Série A,Sport Club Corinthians Paulista,6000000,2022
590,David Hancko,Centre-Back,24,4000000,Czech Republic,Fortuna Liga,AC Sparta Prague,Netherlands,Eredivisie,Feyenoord Rotterdam,6000000,2022
591,Mario Gila,Centre-Back,21,500k,Spain,Primera Federación - Gr. I,Real Madrid Castilla,Italy,Serie A,SS Lazio,6000000,2022
592,Fernando,Centre-Forward,23,5000000,Ukraine,Premier Liga,Shakhtar Donetsk,Austria,Bundesliga,Red Bull Salzburg,6000000,2022
593,Pep Biel,Attacking Midfield,25,6000000,Denmark,Superligaen,FC Copenhagen,Greece,Super League 1,Olympiacos Piraeus,6000000,2022
594,Kiki Kouyaté,Centre-Back,25,3000000,France,Ligue 2,FC Metz,France,Ligue 1,Montpellier HSC,6000000,2022
595,Djordje Mihailovic,Attacking Midfield,24,6000000,Canada,MLS,CF Montréal,Netherlands,Eredivisie,AZ Alkmaar,6000000,2022
596,Matías Galarza,Central Midfield,20,800k,Argentina,Liga Profesional,AA Argentinos Juniors,Belgium,Jupiler Pro League,KRC Genk,6000000,2022
597,Felix Afena-Gyan,Centre-Forward,19,6000000,Italy,Serie A,AS Roma,Italy,Serie A,US Cremonese,6000000,2022
598,Bjorn Meijer,Left-Back,19,3000000,Netherlands,Eredivisie,FC Groningen,Belgium,Jupiler Pro League,Club Brugge KV,6000000,2022
599,Enzo Copetti,Centre-Forward,27,6000000,Argentina,Liga Profesional,Racing Club,United States,MLS,Charlotte FC,6000000,2022
600,Christian Benteke,Centre-Forward,31,6000000,England,Premier League,Crystal Palace,United States,MLS,D.C. United,5000000,2022
601,Jonathan Rodríguez,Centre-Forward,28,6000000,Saudi Arabia,Saudi Pro League,Al-Nassr FC,Mexico,Liga MX Clausura,CF América,5000000,2022
602,Valentin Rosier,Right-Back,25,6000000,Portugal,Liga Portugal,Sporting CP,Turkey,Süper Lig,Besiktas JK,4000000,2022
603,Anel Ahmedhodzic,Centre-Back,23,6000000,Sweden,Allsvenskan,Malmö FF,England,Championship,Sheffield United,4000000,2022
604,Junior Messias,Right Winger,31,6000000,Italy,Serie C - C,FC Crotone,Italy,Serie A,AC Milan,4000000,2022
605,Franco Cristaldo,Attacking Midfield,26,6000000,Argentina,Liga Profesional,CA Huracán,Brazil,Campeonato Gaúcho,Grêmio Foot-Ball Porto Alegrense,4000000,2022
606,Javairô Dilrosun,Left Winger,24,6000000,Germany,Bundesliga,Hertha BSC,Netherlands,Eredivisie,Feyenoord Rotterdam,4000000,2022
607,Miguel Gutiérrez,Left-Back,21,6000000,Spain,LaLiga,Real Madrid,Spain,LaLiga,Girona FC,4000000,2022
