,name,position,age,market_value,country_from,league_from,club_from,country_to,league_to,club_to,fee,year,General_Position
1265,Mattéo Guendouzi,Central Midfield,21,32000000,England,Premier League,Arsenal FC,Germany,Bundesliga,Hertha BSC,1000000,2020,Midfield
1266,James Rodríguez,Attacking Midfield,29,32000000,Spain,LaLiga,Real Madrid,England,Premier League,Everton FC,0,2020,Midfield
1267,Trincão,Right Winger,20,16000000,Portugal,Others,SC Braga,Spain,LaLiga,FC Barcelona,31000000,2020,Attack
1268,Sergio Reguilón,Left-Back,23,25000000,Spain,LaLiga,Real Madrid,England,Premier League,Tottenham Hotspur,30000000,2020,Defense
1269,Sébastien Haller,Centre-Forward,26,30000000,England,Premier League,West Ham United,Netherlands,Others,Ajax Amsterdam,22000000,2020,Attack
1270,Moussa Dembélé,Centre-Forward,24,30000000,France,Ligue 1,Olympique Lyon,Spain,LaLiga,Atlético de Madrid,1000000,2020,Attack
1271,Takefusa Kubo,Right Winger,19,30000000,Spain,LaLiga,Real Madrid,Spain,LaLiga,Villarreal CF,1000000,2020,Attack
1272,Lucas Torreira,Defensive Midfield,24,30000000,England,Premier League,Arsenal FC,Spain,LaLiga,Atlético de Madrid,0,2020,Midfield
1273,Allan,Defensive Midfield,29,28000000,Italy,Serie A,SSC Napoli,England,Premier League,Everton FC,23000000,2020,Midfield
1274,Éverton,Left Winger,24,28000000,Brazil,Others,Grêmio Foot-Ball Porto Alegrense,Portugal,Others,SL Benfica,20000000,2020,Attack
1275,Kevin Volland,Centre-Forward,28,28000000,Germany,Bundesliga,Bayer 04 Leverkusen,Monaco,Ligue 1,AS Monaco,11000000,2020,Attack
1276,Luis Suárez,Centre-Forward,33,28000000,Spain,LaLiga,FC Barcelona,Spain,LaLiga,Atlético de Madrid,9000000,2020,Attack
1277,Gareth Bale,Right Winger,31,28000000,Spain,LaLiga,Real Madrid,England,Premier League,Tottenham Hotspur,0,2020,Attack
1278,Ben Godfrey,Centre-Back,22,16000000,England,Others,Norwich City,England,Premier League,Everton FC,27000000,2020,Defense
1279,Jonathan David,Centre-Forward,20,25000000,Belgium,Others,KAA Gent,France,Ligue 1,LOSC Lille,27000000,2020,Attack
1280,Yannick Carrasco,Left Winger,27,22000000,China,Others,Dalian Professional,Spain,LaLiga,Atlético de Madrid,27000000,2020,Attack
1281,Patrik Schick,Centre-Forward,24,25000000,Italy,Serie A,AS Roma,Germany,Bundesliga,Bayer 04 Leverkusen,26000000,2020,Attack
1282,Gabriel Magalhães,Centre-Back,22,20000000,France,Ligue 1,LOSC Lille,England,Premier League,Arsenal FC,26000000,2020,Defense
1283,Rhian Brewster,Centre-Forward,20,5000000,England,Others,Liverpool FC U23,England,Premier League,Sheffield United,26000000,2020,Attack
1284,Jérémy Doku,Right Winger,18,9000000,Belgium,Others,RSC Anderlecht,France,Ligue 1,Stade Rennais FC,26000000,2020,Attack
1285,Tiemoué Bakayoko,Defensive Midfield,26,25000000,England,Premier League,Chelsea FC,Italy,Serie A,SSC Napoli,1000000,2020,Midfield
1286,Emre Can,Defensive Midfield,26,24000000,Italy,Serie A,Juventus FC,Germany,Bundesliga,Borussia Dortmund,25000000,2020,Midfield
1287,Jude Bellingham,Central Midfield,17,11000000,England,Others,Birmingham City,Germany,Bundesliga,Borussia Dortmund,25000000,2020,Midfield
1288,Stefano Sensi,Central Midfield,25,20000000,Italy,Serie A,US Sassuolo,Italy,Serie A,Inter Milan,25000000,2020,Midfield
1289,Dominik Szoboszlai,Attacking Midfield,20,25000000,Austria,Bundesliga,Red Bull Salzburg,Germany,Bundesliga,RB Leipzig,22000000,2020,Midfield
1290,Mario Pasalic,Attacking Midfield,25,25000000,England,Premier League,Chelsea FC,Italy,Serie A,Atalanta BC,14000000,2020,Midfield
1291,Marash Kumbulla,Centre-Back,20,25000000,Italy,Serie A,Hellas Verona,Italy,Serie A,AS Roma,3000000,2020,Defense
1292,Ozan Kabak,Centre-Back,20,25000000,Germany,Bundesliga,FC Schalke 04,England,Premier League,Liverpool FC,2000000,2020,Defense
1293,Moise Kean,Centre-Forward,20,25000000,England,Premier League,Everton FC,France,Ligue 1,Paris Saint-Germain,0,2020,Attack
1294,Ryan Sessegnon,Left Midfield,20,25000000,England,Premier League,Tottenham Hotspur,Germany,Bundesliga,TSG 1899 Hoffenheim,0,2020,Midfield
1295,Felipe Anderson,Right Winger,27,25000000,England,Premier League,West Ham United,Portugal,Others,FC Porto,0,2020,Attack
1296,Edouard Mendy,Goalkeeper,28,7000000,France,Ligue 1,Stade Rennais FC,England,Premier League,Chelsea FC,24000000,2020,Goalkeeper
1297,Jordan Veretout,Defensive Midfield,27,24000000,Italy,Serie A,ACF Fiorentina,Italy,Serie A,AS Roma,17000000,2020,Midfield
1298,Danilo Pereira,Defensive Midfield,29,24000000,Portugal,Others,FC Porto,France,Ligue 1,Paris Saint-Germain,4000000,2020,Midfield
1299,André Silva,Centre-Forward,24,24000000,Italy,Serie A,AC Milan,Germany,Bundesliga,Eintracht Frankfurt,3000000,2020,Attack
1300,Thomas Meunier,Right-Back,28,24000000,France,Ligue 1,Paris Saint-Germain,Germany,Bundesliga,Borussia Dortmund,0,2020,Defense
1301,Ruben Loftus-Cheek,Central Midfield,24,24000000,England,Premier League,Chelsea FC,England,Premier League,Fulham FC,0,2020,Midfield
1302,Lucas Paquetá,Attacking Midfield,23,20000000,Italy,Serie A,AC Milan,France,Ligue 1,Olympique Lyon,23000000,2020,Midfield
1303,Saïd Benrahma,Left Winger,25,22000000,England,Others,Brentford FC,England,Premier League,West Ham United,23000000,2020,Attack
1304,Cengiz Ünder,Right Winger,23,23000000,Italy,Serie A,AS Roma,England,Premier League,Leicester City,3000000,2020,Attack
1305,Willian,Left Winger,32,22000000,England,Premier League,Chelsea FC,England,Premier League,Arsenal FC,0,2020,Attack
1306,Reinier,Attacking Midfield,18,22000000,Spain,LaLiga,Real Madrid,Germany,Bundesliga,Borussia Dortmund,0,2020,Midfield
1307,Jeff Reine-Adélaïde,Attacking Midfield,22,22000000,France,Ligue 1,Olympique Lyon,France,Ligue 1,OGC Nice,0,2020,Midfield
1308,Callum Wilson,Centre-Forward,28,20000000,England,Others,AFC Bournemouth,England,Premier League,Newcastle United,22000000,2020,Attack
1309,Simone Verdi,Attacking Midfield,28,13000000,Italy,Serie A,SSC Napoli,Italy,Serie A,Torino FC,22000000,2020,Midfield
1310,Abdoulaye Doucouré,Central Midfield,27,20000000,England,Others,Watford FC,England,Premier League,Everton FC,22000000,2020,Midfield
1311,Gianluca Mancini,Centre-Back,24,22000000,Italy,Serie A,Atalanta BC,Italy,Serie A,AS Roma,21000000,2020,Defense
1312,Saïd Benrahma,Left Winger,25,22000000,England,Others,Brentford FC,England,Premier League,West Ham United,4000000,2020,Attack
1313,Arkadiusz Milik,Centre-Forward,26,22000000,Italy,Serie A,SSC Napoli,France,Ligue 1,Olympique Marseille,3000000,2020,Attack
1314,Ross Barkley,Central Midfield,26,21000000,England,Premier League,Chelsea FC,England,Premier League,Aston Villa,0,2020,Midfield
1315,Amad Diallo,Right Winger,18,15000000,Italy,Serie A,Atalanta BC,England,Premier League,Manchester United,21000000,2020,Attack
1316,Suso,Right Winger,26,17000000,Italy,Serie A,AC Milan,Spain,LaLiga,Sevilla FC,21000000,2020,Attack
1317,Andrea Pinamonti,Centre-Forward,21,13000000,Italy,Serie A,Genoa CFC,Italy,Serie A,Inter Milan,21000000,2020,Attack
1318,Sergiño Dest,Right-Back,19,18000000,Netherlands,Others,Ajax Amsterdam,Spain,LaLiga,FC Barcelona,21000000,2020,Defense
1319,Jean-Kévin Augustin,Centre-Forward,23,9000000,Germany,Bundesliga,RB Leipzig,England,Premier League,Leeds United,21000000,2020,Attack
1320,Aaron Ramsdale,Goalkeeper,22,12000000,England,Others,AFC Bournemouth,England,Premier League,Sheffield United,20000000,2020,Goalkeeper
1321,Wendel,Central Midfield,23,12000000,Portugal,Others,Sporting CP,Russia,Others,Zenit St. Petersburg,20000000,2020,Midfield
1322,Vedat Muriqi,Centre-Forward,26,12000000,Turkey,Others,Fenerbahce,Italy,Serie A,SS Lazio,20000000,2020,Attack
1323,Alexander Sörloth,Centre-Forward,24,20000000,England,Premier League,Crystal Palace,Germany,Bundesliga,RB Leipzig,20000000,2020,Attack
1324,Diego Llorente,Centre-Back,27,20000000,Spain,LaLiga,Real Sociedad,England,Premier League,Leeds United,20000000,2020,Defense
1325,Pierre-Emile Höjbjerg,Central Midfield,25,20000000,England,Premier League,Southampton FC,England,Premier League,Tottenham Hotspur,16000000,2020,Midfield
1326,Morgan Sanson,Central Midfield,26,20000000,France,Ligue 1,Olympique Marseille,England,Premier League,Aston Villa,15000000,2020,Midfield
1327,Chris Smalling,Centre-Back,30,20000000,England,Premier League,Manchester United,Italy,Serie A,AS Roma,15000000,2020,Defense
1328,Weston McKennie,Central Midfield,22,20000000,Germany,Bundesliga,FC Schalke 04,Italy,Serie A,Juventus FC,4000000,2020,Midfield
1329,Ivan Rakitic,Central Midfield,32,20000000,Spain,LaLiga,FC Barcelona,Spain,LaLiga,Sevilla FC,3000000,2020,Midfield
1330,Carlos Vinícius,Centre-Forward,25,20000000,Portugal,Others,SL Benfica,England,Premier League,Tottenham Hotspur,3000000,2020,Attack
1331,Willian José,Centre-Forward,29,20000000,Spain,LaLiga,Real Sociedad,England,Premier League,Wolverhampton Wanderers,3000000,2020,Attack
1332,Dani Parejo,Central Midfield,31,20000000,Spain,LaLiga,Valencia CF,Spain,LaLiga,Villarreal CF,2000000,2020,Midfield
1333,Takefusa Kubo,Right Winger,19,20000000,Spain,LaLiga,Real Madrid,Spain,LaLiga,Getafe CF,1000000,2020,Attack
1334,Justin Kluivert,Left Winger,21,20000000,Italy,Serie A,AS Roma,Germany,Bundesliga,RB Leipzig,1000000,2020,Attack
1335,Luka Jović,Centre-Forward,23,20000000,Spain,LaLiga,Real Madrid,Germany,Bundesliga,Eintracht Frankfurt,1000000,2020,Attack
1336,Douglas Costa,Right Winger,30,20000000,Italy,Serie A,Juventus FC,Germany,Bundesliga,Bayern Munich,250000,2020,Attack
1337,Henrikh Mkhitaryan,Attacking Midfield,31,20000000,England,Premier League,Arsenal FC,Italy,Serie A,AS Roma,0,2020,Midfield
1338,Rayan Aït-Nouri,Left-Back,19,20000000,France,Ligue 1,Angers SCO,England,Premier League,Wolverhampton Wanderers,0,2020,Defense
1339,Gerard Deulofeu,Centre-Forward,26,20000000,England,Others,Watford FC,Italy,Serie A,Udinese Calcio,0,2020,Attack
1340,Edinson Cavani,Centre-Forward,33,20000000,France,Ligue 1,Paris Saint-Germain,England,Premier League,Manchester United,0,2020,Attack
1341,Andrea Pinamonti,Centre-Forward,21,13000000,Italy,Serie A,Inter Milan,Italy,Serie A,Genoa CFC,19000000,2020,Attack
1342,Raphinha,Right Winger,23,16000000,France,Ligue 1,Stade Rennais FC,England,Premier League,Leeds United,18000000,2020,Attack
1343,Bertrand Traoré,Right Winger,25,9000000,France,Ligue 1,Olympique Lyon,England,Premier League,Aston Villa,18000000,2020,Attack
1344,Timothy Castagne,Right-Back,24,18000000,Italy,Serie A,Atalanta BC,England,Premier League,Leicester City,20000000,2020,Defense
1345,Pedrinho,Right Winger,22,13000000,Brazil,Others,Sport Club Corinthians Paulista,Portugal,Others,SL Benfica,18000000,2020,Attack
1346,Krépin Diatta,Right Winger,21,18000000,Belgium,Others,Club Brugge KV,Monaco,Ligue 1,AS Monaco,16000000,2020,Attack
1347,Antony,Right Winger,20,18000000,Brazil,Others,São Paulo Futebol Clube,Netherlands,Others,Ajax Amsterdam,15000000,2020,Attack
1348,Aleksey Miranchuk,Attacking Midfield,24,18000000,Russia,Others,Lokomotiv Moscow,Italy,Serie A,Atalanta BC,14000000,2020,Midfield
1349,Marc Cucurella,Left-Back,21,18000000,Spain,LaLiga,FC Barcelona,Spain,LaLiga,Getafe CF,11000000,2020,Defense
1350,Florentino,Defensive Midfield,21,18000000,Portugal,Others,SL Benfica,Monaco,Ligue 1,AS Monaco,1000000,2020,Midfield
1351,Ainsley Maitland-Niles,Right Midfield,23,18000000,England,Premier League,Arsenal FC,England,Premier League,West Bromwich Albion,0,2020,Midfield
1352,Eberechi Eze,Attacking Midfield,22,9000000,England,Others,Queens Park Rangers,England,Premier League,Crystal Palace,17000000,2020,Midfield
1353,Hélder Costa,Right Winger,26,8000000,England,Premier League,Wolverhampton Wanderers,England,Premier League,Leeds United,17000000,2020,Attack
1354,Geoffrey Kondogbia,Defensive Midfield,27,17000000,Spain,LaLiga,Valencia CF,Spain,LaLiga,Atlético de Madrid,15000000,2020,Midfield
1355,Christian Kouamé,Centre-Forward,22,17000000,Italy,Serie A,Genoa CFC,Italy,Serie A,ACF Fiorentina,11000000,2020,Attack
1356,Ryan Fraser,Left Winger,26,17000000,England,Others,AFC Bournemouth,England,Premier League,Newcastle United,0,2020,Attack
1357,Emiliano Martínez,Goalkeeper,28,8000000,England,Premier League,Arsenal FC,England,Premier League,Aston Villa,17000000,2020,Goalkeeper
1358,Gerard Deulofeu,Centre-Forward,26,12000000,England,Others,Watford FC,Italy,Serie A,Udinese Calcio,17000000,2020,Attack
1359,Robin Koch,Centre-Back,24,17000000,Germany,Bundesliga,SC Freiburg,England,Premier League,Leeds United,13000000,2020,Defense
1360,Fikayo Tomori,Centre-Back,23,17000000,England,Premier League,Chelsea FC,Italy,Serie A,AC Milan,600000,2020,Defense
1361,William Saliba,Centre-Back,19,17000000,England,Premier League,Arsenal FC,France,Ligue 1,OGC Nice,0,2020,Defense
1362,Matt Doherty,Right-Back,28,16000000,England,Premier League,Wolverhampton Wanderers,England,Premier League,Tottenham Hotspur,16000000,2020,Defense
1363,Jamal Lewis,Left-Back,22,11000000,England,Others,Norwich City,England,Premier League,Newcastle United,16000000,2020,Defense
1364,Karlan Grant,Centre-Forward,23,8000000,England,Others,Huddersfield Town,England,Premier League,West Bromwich Albion,16000000,2020,Attack
1365,Pervis Estupiñán,Left-Back,22,15000000,England,Others,Watford FC,Spain,LaLiga,Villarreal CF,16000000,2020,Defense
1366,Tomas Soucek,Defensive Midfield,25,12000000,Czech Republic,Others,SK Slavia Prague,England,Premier League,West Ham United,16000000,2020,Midfield
1367,Pity Martínez,Attacking Midfield,27,12000000,United States,Others,Atlanta United FC,Saudi Arabia,Others,Al-Nassr FC,16000000,2020,Midfield
1368,Paulinho,Centre-Forward,28,15000000,Portugal,Others,SC Braga,Portugal,Others,Sporting CP,16000000,2020,Attack
1369,Luca Waldschmidt,Second Striker,24,16000000,Germany,Bundesliga,SC Freiburg,Portugal,Others,SL Benfica,15000000,2020,Attack
1370,Marc Roca,Defensive Midfield,23,16000000,Spain,Others,RCD Espanyol Barcelona,Germany,Bundesliga,Bayern Munich,9000000,2020,Midfield
1371,Malang Sarr,Centre-Back,21,16000000,England,Premier League,Chelsea FC,Portugal,Others,FC Porto,2000000,2020,Defense
1372,Keita Baldé,Centre-Forward,25,16000000,Monaco,Ligue 1,AS Monaco,Italy,Serie A,UC Sampdoria,1000000,2020,Attack
1373,Harry Wilson,Right Winger,23,16000000,England,Premier League,Liverpool FC,Wales,Others,Cardiff City,1000000,2020,Attack
1374,Joachim Andersen,Centre-Back,24,16000000,France,Ligue 1,Olympique Lyon,England,Premier League,Fulham FC,1000000,2020,Defense
1375,Malang Sarr,Centre-Back,21,16000000,France,Ligue 1,OGC Nice,England,Premier League,Chelsea FC,0,2020,Defense
1376,Alexis Sánchez,Centre-Forward,31,16000000,England,Premier League,Manchester United,Italy,Serie A,Inter Milan,0,2020,Attack
1377,Andreas Pereira,Attacking Midfield,24,16000000,England,Premier League,Manchester United,Italy,Serie A,SS Lazio,0,2020,Midfield
1378,Joe Willock,Central Midfield,21,16000000,England,Premier League,Arsenal FC,England,Premier League,Newcastle United,0,2020,Midfield
1379,Matty Cash,Right-Back,23,4000000,England,Others,Nottingham Forest,England,Premier League,Aston Villa,15000000,2020,Defense
1380,Matías Zaracho,Attacking Midfield,22,15000000,Argentina,Others,Racing Club,Brazil,Others,Clube Atlético Mineiro,5000000,2020,Midfield
1381,Marko Rog,Central Midfield,25,13000000,Italy,Serie A,SSC Napoli,Italy,Serie A,Cagliari Calcio,15000000,2020,Midfield
1382,Alfred Duncan,Central Midfield,27,15000000,Italy,Serie A,US Sassuolo,Italy,Serie A,ACF Fiorentina,15000000,2020,Midfield
1383,Serhou Guirassy,Centre-Forward,24,8000000,France,Others,Amiens SC,France,Ligue 1,Stade Rennais FC,15000000,2020,Attack
1384,Jhon Córdoba,Centre-Forward,27,12000000,Germany,Bundesliga,1. FC Köln,Germany,Bundesliga,Hertha BSC,15000000,2020,Attack
1385,Nicolás Otamendi,Centre-Back,32,14000000,England,Premier League,Manchester City,Portugal,Others,SL Benfica,15000000,2020,Defense
1386,Rolando Mandragora,Defensive Midfield,23,12000000,Italy,Serie A,Udinese Calcio,Italy,Serie A,Juventus FC,15000000,2020,Midfield
1387,Óscar Rodríguez,Attacking Midfield,22,15000000,Spain,LaLiga,Real Madrid,Spain,LaLiga,Sevilla FC,13000000,2020,Midfield
1388,Giovanni Simeone,Centre-Forward,25,15000000,Italy,Serie A,ACF Fiorentina,Italy,Serie A,Cagliari Calcio,13000000,2020,Attack
1389,Ibrahima Diallo,Defensive Midfield,21,15000000,France,Ligue 1,Stade Brestois 29,England,Premier League,Southampton FC,12000000,2020,Midfield
1390,Quincy Promes,Left Winger,29,15000000,Netherlands,Others,Ajax Amsterdam,Russia,Others,Spartak Moscow,8000000,2020,Attack
1391,Philipp Max,Left-Back,26,15000000,Germany,Bundesliga,FC Augsburg,Netherlands,Others,PSV Eindhoven,7000000,2020,Defense
1392,Papu Gómez,Left Winger,32,15000000,Italy,Serie A,Atalanta BC,Spain,LaLiga,Sevilla FC,6000000,2020,Attack
1393,Jean-Philippe Mateta,Centre-Forward,23,15000000,Germany,Bundesliga,1.FSV Mainz 05,England,Premier League,Crystal Palace,3000000,2020,Attack
1394,Valentino Lazaro,Right-Back,24,15000000,Italy,Serie A,Inter Milan,Germany,Bundesliga,Borussia Mönchengladbach,1000000,2020,Defense
1395,Gonzalo Higuaín,Centre-Forward,32,15000000,Italy,Serie A,Juventus FC,United States,Others,Inter Miami CF,0,2020,Attack
1396,Ante Budimir,Centre-Forward,29,15000000,Spain,Others,RCD Mallorca,Spain,LaLiga,CA Osasuna,0,2020,Attack
1397,Carles Aleñá,Central Midfield,23,15000000,Spain,LaLiga,FC Barcelona,Spain,LaLiga,Getafe CF,0,2020,Midfield
1398,Wylan Cyprien,Central Midfield,25,14000000,France,Ligue 1,OGC Nice,Italy,Serie A,Parma Calcio 1913,1000000,2020,Midfield
1399,Jan Vertonghen,Centre-Back,33,14000000,England,Premier League,Tottenham Hotspur,Portugal,Others,SL Benfica,0,2020,Defense
1400,Marko Grujić,Defensive Midfield,24,14000000,England,Premier League,Liverpool FC,Portugal,Others,FC Porto,0,2020,Midfield
1401,Pedro,Centre-Forward,23,12000000,Italy,Serie A,ACF Fiorentina,Brazil,Others,CR Flamengo,14000000,2020,Attack
1402,Karl Toko Ekambi,Left Winger,27,14000000,Spain,LaLiga,Villarreal CF,France,Ligue 1,Olympique Lyon,11000000,2020,Attack
1403,Francis Coquelin,Defensive Midfield,29,14000000,Spain,LaLiga,Valencia CF,Spain,LaLiga,Villarreal CF,7000000,2020,Midfield
1404,Cristian Romero,Centre-Back,22,14000000,Italy,Serie A,Juventus FC,Italy,Serie A,Atalanta BC,2000000,2020,Defense
1405,Jean-Clair Todibo,Centre-Back,20,14000000,Spain,LaLiga,FC Barcelona,Portugal,Others,SL Benfica,2000000,2020,Defense
1406,Michy Batshuayi,Centre-Forward,26,14000000,England,Premier League,Chelsea FC,England,Premier League,Crystal Palace,0,2020,Attack
1407,Joakim Maehle,Left-Back,23,11000000,Belgium,Others,KRC Genk,Italy,Serie A,Atalanta BC,13000000,2020,Defense
1408,Grady Diangana,Right Winger,22,4000000,England,Premier League,West Ham United,England,Premier League,West Bromwich Albion,13000000,2020,Attack
1409,Axel Disasi,Centre-Back,22,13000000,France,Ligue 1,Stade Reims,Monaco,Ligue 1,AS Monaco,13000000,2020,Defense
1410,Arne Maier,Central Midfield,21,13000000,Germany,Bundesliga,Hertha BSC,Germany,Bundesliga,Arminia Bielefeld,500000,2020,Midfield
1411,Gedson Fernandes,Central Midfield,22,13000000,Portugal,Others,SL Benfica,Turkey,Others,Galatasaray,500000,2020,Midfield
1412,Brahim Díaz,Attacking Midfield,21,13000000,Spain,LaLiga,Real Madrid,Italy,Serie A,AC Milan,200000,2020,Midfield
1413,Luca Pellegrini,Left-Back,21,13000000,Italy,Serie A,Juventus FC,Italy,Serie A,Genoa CFC,0,2020,Defense
1414,Juan Foyth,Right-Back,22,13000000,England,Premier League,Tottenham Hotspur,Spain,LaLiga,Villarreal CF,0,2020,Defense
1415,Kyle Walker-Peters,Right-Back,23,8000000,England,Premier League,Tottenham Hotspur,England,Premier League,Southampton FC,13000000,2020,Defense
1416,Carles Pérez,Right Winger,22,9000000,Spain,LaLiga,FC Barcelona,Italy,Serie A,AS Roma,13000000,2020,Attack
1417,Konstantinos Tsimikas,Left-Back,24,9000000,Greece,Others,Olympiacos Piraeus,England,Premier League,Liverpool FC,13000000,2020,Defense
1418,Lucas Martínez Quarta,Centre-Back,24,10000000,Argentina,Others,CA River Plate,Italy,Serie A,ACF Fiorentina,13000000,2020,Defense
1419,Dennis Man,Right Winger,22,6000000,Romania,Others,FCSB,Italy,Serie A,Parma Calcio 1913,13000000,2020,Attack
1420,Alphonse Areola,Goalkeeper,27,13000000,France,Ligue 1,Paris Saint-Germain,England,Premier League,Fulham FC,0,2020,Goalkeeper
1421,João Mário,Central Midfield,27,13000000,Italy,Serie A,Inter Milan,Portugal,Others,Sporting CP,0,2020,Midfield
1422,Jean-Daniel Akpa Akpro,Central Midfield,27,600000,Italy,Others,US Salernitana 1919,Italy,Serie A,SS Lazio,12000000,2020,Midfield
1423,Brenden Aaronson,Attacking Midfield,20,10000000,United States,Others,Philadelphia Union,Austria,Bundesliga,Red Bull Salzburg,12000000,2020,Midfield
1424,Joe Rodon,Centre-Back,22,7000000,Wales,Others,Swansea City,England,Premier League,Tottenham Hotspur,12000000,2020,Defense
1425,Roberto Inglese,Centre-Forward,28,12000000,Italy,Serie A,SSC Napoli,Italy,Serie A,Parma Calcio 1913,21000000,2020,Attack
1426,Martin Terrier,Left Winger,23,10000000,France,Ligue 1,Olympique Lyon,France,Ligue 1,Stade Rennais FC,12000000,2020,Attack
1427,Hee-chan Hwang,Centre-Forward,24,10000000,Austria,Bundesliga,Red Bull Salzburg,Germany,Bundesliga,RB Leipzig,12000000,2020,Attack
1428,Dejan Lovren,Centre-Back,31,12000000,England,Premier League,Liverpool FC,Russia,Others,Zenit St. Petersburg,12000000,2020,Defense
1429,Mohammed Salisu,Centre-Back,21,12000000,Spain,LaLiga,Real Valladolid CF,England,Premier League,Southampton FC,12000000,2020,Defense
1430,Álex Berenguer,Left Winger,25,6000000,Italy,Serie A,Torino FC,Spain,LaLiga,Athletic Bilbao,12000000,2020,Attack
1431,Oussama Idrissi,Left Winger,24,12000000,Netherlands,Others,AZ Alkmaar,Spain,LaLiga,Sevilla FC,12000000,2020,Attack
1432,Davy Klaassen,Attacking Midfield,27,12000000,Germany,Bundesliga,SV Werder Bremen,Netherlands,Others,Ajax Amsterdam,11000000,2020,Midfield
1433,Marcos Acuña,Left-Back,28,12000000,Portugal,Others,Sporting CP,Spain,LaLiga,Sevilla FC,11000000,2020,Defense
1434,Habib Diallo,Centre-Forward,25,12000000,France,Ligue 1,FC Metz,France,Ligue 1,RC Strasbourg Alsace,10000000,2020,Attack
1435,Dudu,Left Winger,28,12000000,Brazil,Others,Sociedade Esportiva Palmeiras,Qatar,Others,Al-Duhail SC,7000000,2020,Attack
1436,Santiago Arias,Right-Back,28,12000000,Spain,LaLiga,Atlético de Madrid,Germany,Bundesliga,Bayer 04 Leverkusen,3000000,2020,Defense
1437,Gonçalo Paciência,Centre-Forward,26,12000000,Germany,Bundesliga,Eintracht Frankfurt,Germany,Bundesliga,FC Schalke 04,2000000,2020,Attack
1438,Demarai Gray,Left Winger,24,12000000,England,Premier League,Leicester City,Germany,Bundesliga,Bayer 04 Leverkusen,2000000,2020,Attack
1439,Daniele Rugani,Centre-Back,26,12000000,Italy,Serie A,Juventus FC,France,Ligue 1,Stade Rennais FC,1000000,2020,Defense
1440,Rolando Mandragora,Defensive Midfield,23,12000000,Italy,Serie A,Juventus FC,Italy,Serie A,Torino FC,1000000,2020,Midfield
1441,Alfred Duncan,Central Midfield,27,12000000,Italy,Serie A,ACF Fiorentina,Italy,Serie A,Cagliari Calcio,1000000,2020,Midfield
1442,Diogo Dalot,Right-Back,21,12000000,England,Premier League,Manchester United,Italy,Serie A,AC Milan,500000,2020,Defense
1443,Benjamin Henrichs,Right-Back,23,12000000,Monaco,Ligue 1,AS Monaco,Germany,Bundesliga,RB Leipzig,0,2020,Defense
1444,David Silva,Attacking Midfield,34,12000000,England,Premier League,Manchester City,Spain,LaLiga,Real Sociedad,0,2020,Midfield
1445,Rolando Mandragora,Defensive Midfield,23,12000000,Italy,Serie A,Juventus FC,Italy,Serie A,Udinese Calcio,0,2020,Midfield
1446,Maxime López,Defensive Midfield,22,12000000,France,Ligue 1,Olympique Marseille,Italy,Serie A,US Sassuolo,0,2020,Midfield
1447,Theo Walcott,Right Winger,31,12000000,England,Premier League,Everton FC,England,Premier League,Southampton FC,0,2020,Attack
1448,Shoya Nakajima,Attacking Midfield,26,12000000,Portugal,Others,FC Porto,United Arab Emirates,Others,Al-Ain FC,0,2020,Midfield
1449,Patrick Cutrone,Centre-Forward,23,12000000,England,Premier League,Wolverhampton Wanderers,Spain,LaLiga,Valencia CF,0,2020,Attack
1450,Jean-Clair Todibo,Centre-Back,21,12000000,Spain,LaLiga,FC Barcelona,France,Ligue 1,OGC Nice,0,2020,Defense
1451,Shkodran Mustafi,Centre-Back,28,12000000,England,Premier League,Arsenal FC,Germany,Bundesliga,FC Schalke 04,0,2020,Defense
1452,Brian Rodríguez,Left Winger,20,12000000,United States,Others,Los Angeles FC,Spain,Others,UD Almería,0,2020,Attack
1453,Douglas Costa,Right Winger,30,12000000,Italy,Serie A,Juventus FC,Brazil,Others,Grêmio Foot-Ball Porto Alegrense,0,2020,Attack
1454,Brenner,Centre-Forward,21,1000000,Brazil,Others,São Paulo Futebol Clube,United States,Others,FC Cincinnati,11000000,2020,Attack
1455,Anthony Knockaert,Right Winger,28,6000000,England,Premier League,Brighton & Hove Albion,England,Premier League,Fulham FC,11000000,2020,Attack
1456,Chidera Ejuke,Left Winger,22,5000000,Netherlands,Others,SC Heerenveen,Russia,Others,CSKA Moscow,11000000,2020,Attack
1457,Pol Lirola,Right-Back,23,10000000,Italy,Serie A,US Sassuolo,Italy,Serie A,ACF Fiorentina,11000000,2020,Defense
1458,Kevin Bonifazi,Centre-Back,24,4000000,Italy,Serie A,Torino FC,Italy,Others,SPAL,11000000,2020,Defense
1459,Jakub Moder,Central Midfield,21,3000000,Poland,Others,Lech Poznan,England,Premier League,Brighton & Hove Albion,11000000,2020,Midfield
1460,Jeremie Frimpong,Right-Back,20,4000000,Scotland,Others,Celtic FC,Germany,Bundesliga,Bayer 04 Leverkusen,11000000,2020,Defense
1461,Adolfo Gaich,Centre-Forward,21,11000000,Argentina,Others,CA San Lorenzo de Almagro,Russia,Others,CSKA Moscow,8000000,2020,Attack
1462,Maximilian Philipp,Second Striker,26,11000000,Russia,Others,Dynamo Moscow,Germany,Bundesliga,VfL Wolfsburg,2000000,2020,Attack
